Config: 
 {
  "model_name": "dsc_cifar_100p_data_10p_params",
  "num_classes": 10,
  "in_features": 1024,
  "epochs": 100,
  "batch_size": 32,
  "lr": 0.01,
  "lr_decay": false,
  "train_p": 90.0,
  "test_p": 100,
  "dnn_config": {
    "layers": [
      15,
      10,
      10
    ]
  },
  "early_stopping": true,
  "patience": 5,
  "valid_p": 10.0,
  "optimizer": "adam"
} 

CIFAR-10 Dataset:
Training on 45000 samples (90.0% of 50000) 
Valid on 5000 samples (10.0% of 50000)
Test on 10000 samples (100% of 10000)

Files already downloaded and verified
Files already downloaded and verified
Running test for every 1 epoch
Model: 

LinearClassifierDSC(
  (layers): ModuleList(
    (0): Linear(in_features=1024, out_features=15, bias=True)
    (1): Linear(in_features=1039, out_features=10, bias=True)
    (2): Linear(in_features=1049, out_features=10, bias=True)
  )
  (relu_activation): ReLU()
  (softmax_activation): LogSoftmax()
)


Summary: 

----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Linear-1                   [-1, 15]          15,375
              ReLU-2                   [-1, 15]               0
            Linear-3                   [-1, 10]          10,400
              ReLU-4                   [-1, 10]               0
            Linear-5                   [-1, 10]          10,500
            Linear-6                   [-1, 10]          10,500
        LogSoftmax-7                   [-1, 10]               0
================================================================
Total params: 46,775
Trainable params: 46,775
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.00
Forward/backward pass size (MB): 0.00
Params size (MB): 0.18
Estimated Total Size (MB): 0.18
----------------------------------------------------------------


Train Epoch: 1 | Loss: 2.078534 | Acc: 0.2968| MSE: 0.0844 || V Loss: 1.8618| V Acc: 0.3410| V MSE: 0.0786| CS: ({'0': 0.41, '1': 0.53, '2': 0.3, '3': 0.4, '4': 0.35, '5': 0.46, '6': 0.3, '7': 0.6, '8': 0.41, '9': 0.43}, 0.42)
Test | NLL Loss: 1.776996 | Acc: 0.3785 | MSE: 0.07543628862776315| CS: ({'0': 0.56, '1': 0.64, '2': 0.38, '3': 0.4, '4': 0.35, '5': 0.55, '6': 0.49, '7': 0.65, '8': 0.53, '9': 0.63}, 0.52)
Train Epoch: 42 | Loss: 1.456977 | Acc: 0.4851| MSE: 0.0654 || V Loss: 1.7241| V Acc: 0.4023| V MSE: 0.0739| CS: ({'0': 0.55, '1': 0.64, '2': 0.4, '3': 0.41, '4': 0.44, '5': 0.5, '6': 0.51, '7': 0.67, '8': 0.58, '9': 0.6}, 0.53)
Test | NLL Loss: 1.760521 | Acc: 0.3888 | MSE: 0.0750934635393155| CS: ({'0': 0.55, '1': 0.64, '2': 0.4, '3': 0.4, '4': 0.42, '5': 0.53, '6': 0.52, '7': 0.64, '8': 0.58, '9': 0.62}, 0.53)
Train Epoch: 43 | Loss: 1.452348 | Acc: 0.4862| MSE: 0.0652 || V Loss: 1.7241| V Acc: 0.3989| V MSE: 0.0739| CS: ({'0': 0.56, '1': 0.62, '2': 0.38, '3': 0.45, '4': 0.36, '5': 0.49, '6': 0.45, '7': 0.66, '8': 0.59, '9': 0.59}, 0.52)
Test | NLL Loss: 1.770553 | Acc: 0.3851 | MSE: 0.07528961695040377| CS: ({'0': 0.57, '1': 0.64, '2': 0.38, '3': 0.43, '4': 0.35, '5': 0.5, '6': 0.46, '7': 0.63, '8': 0.58, '9': 0.6}, 0.51)
Train Epoch: 44 | Loss: 1.450968 | Acc: 0.4877| MSE: 0.0651 || V Loss: 1.7513| V Acc: 0.3965| V MSE: 0.0746| CS: ({'0': 0.57, '1': 0.63, '2': 0.38, '3': 0.43, '4': 0.37, '5': 0.49, '6': 0.49, '7': 0.68, '8': 0.61, '9': 0.61}, 0.53)
Test | NLL Loss: 1.788119 | Acc: 0.3846 | MSE: 0.07568331342488051| CS: ({'0': 0.57, '1': 0.66, '2': 0.39, '3': 0.4, '4': 0.36, '5': 0.49, '6': 0.49, '7': 0.66, '8': 0.59, '9': 0.62}, 0.52)
Train Epoch: 45 | Loss: 1.448774 | Acc: 0.4874| MSE: 0.0651 || V Loss: 1.7543| V Acc: 0.3995| V MSE: 0.0748| CS: ({'0': 0.57, '1': 0.64, '2': 0.42, '3': 0.44, '4': 0.42, '5': 0.53, '6': 0.5, '7': 0.68, '8': 0.64, '9': 0.61}, 0.54)
Test | NLL Loss: 1.788633 | Acc: 0.3915 | MSE: 0.0755604817368352| CS: ({'0': 0.58, '1': 0.63, '2': 0.42, '3': 0.42, '4': 0.4, '5': 0.55, '6': 0.51, '7': 0.67, '8': 0.61, '9': 0.61}, 0.54)
Train Epoch: 46 | Loss: 1.448422 | Acc: 0.4887| MSE: 0.0650 || V Loss: 1.7428| V Acc: 0.3955| V MSE: 0.0747| CS: ({'0': 0.52, '1': 0.62, '2': 0.4, '3': 0.41, '4': 0.38, '5': 0.51, '6': 0.51, '7': 0.66, '8': 0.58, '9': 0.58}, 0.52)
Test | NLL Loss: 1.782613 | Acc: 0.3799 | MSE: 0.07577200957570975| CS: ({'0': 0.53, '1': 0.64, '2': 0.41, '3': 0.4, '4': 0.36, '5': 0.52, '6': 0.52, '7': 0.65, '8': 0.59, '9': 0.6}, 0.52)
Train Epoch: 47 | Loss: 1.446910 | Acc: 0.4858| MSE: 0.0651 || V Loss: 1.7296| V Acc: 0.4068| V MSE: 0.0739| CS: ({'0': 0.55, '1': 0.63, '2': 0.37, '3': 0.44, '4': 0.42, '5': 0.55, '6': 0.49, '7': 0.65, '8': 0.62, '9': 0.62}, 0.53)
Test | NLL Loss: 1.777208 | Acc: 0.3903 | MSE: 0.07528758867860982| CS: ({'0': 0.55, '1': 0.66, '2': 0.37, '3': 0.43, '4': 0.4, '5': 0.56, '6': 0.51, '7': 0.65, '8': 0.6, '9': 0.64}, 0.54)
Train Epoch: 48 | Loss: 1.443283 | Acc: 0.4889| MSE: 0.0649 || V Loss: 1.7352| V Acc: 0.4005| V MSE: 0.0743| CS: ({'0': 0.54, '1': 0.66, '2': 0.41, '3': 0.41, '4': 0.42, '5': 0.53, '6': 0.49, '7': 0.67, '8': 0.62, '9': 0.59}, 0.53)
Test | NLL Loss: 1.779545 | Acc: 0.3913 | MSE: 0.07528017095911999| CS: ({'0': 0.56, '1': 0.67, '2': 0.41, '3': 0.4, '4': 0.4, '5': 0.54, '6': 0.51, '7': 0.65, '8': 0.61, '9': 0.61}, 0.54)
Train Epoch: 49 | Loss: 1.440735 | Acc: 0.4876| MSE: 0.0648 || V Loss: 1.7394| V Acc: 0.4072| V MSE: 0.0746| CS: ({'0': 0.57, '1': 0.65, '2': 0.39, '3': 0.44, '4': 0.4, '5': 0.57, '6': 0.47, '7': 0.66, '8': 0.58, '9': 0.59}, 0.53)
Test | NLL Loss: 1.777157 | Acc: 0.3928 | MSE: 0.0753225621204978| CS: ({'0': 0.58, '1': 0.65, '2': 0.4, '3': 0.43, '4': 0.4, '5': 0.59, '6': 0.51, '7': 0.65, '8': 0.58, '9': 0.6}, 0.54)
Train Epoch: 50 | Loss: 1.439796 | Acc: 0.4906| MSE: 0.0647 || V Loss: 1.7641| V Acc: 0.3929| V MSE: 0.0751| CS: ({'0': 0.53, '1': 0.63, '2': 0.42, '3': 0.45, '4': 0.39, '5': 0.53, '6': 0.47, '7': 0.7, '8': 0.57, '9': 0.61}, 0.53)
Test | NLL Loss: 1.802727 | Acc: 0.3765 | MSE: 0.07621348195801528| CS: ({'0': 0.54, '1': 0.65, '2': 0.43, '3': 0.45, '4': 0.37, '5': 0.55, '6': 0.5, '7': 0.66, '8': 0.57, '9': 0.63}, 0.54)
Train Epoch: 51 | Loss: 1.436518 | Acc: 0.4910| MSE: 0.0646 || V Loss: 1.7433| V Acc: 0.4013| V MSE: 0.0743| CS: ({'0': 0.56, '1': 0.63, '2': 0.4, '3': 0.46, '4': 0.44, '5': 0.52, '6': 0.45, '7': 0.68, '8': 0.57, '9': 0.63}, 0.53)
Test | NLL Loss: 1.783643 | Acc: 0.3887 | MSE: 0.07532049541751416| CS: ({'0': 0.57, '1': 0.64, '2': 0.4, '3': 0.46, '4': 0.42, '5': 0.52, '6': 0.48, '7': 0.65, '8': 0.56, '9': 0.64}, 0.53)
Train Epoch: 52 | Loss: 1.435698 | Acc: 0.4925| MSE: 0.0646 || V Loss: 1.7517| V Acc: 0.3931| V MSE: 0.0749| CS: ({'0': 0.54, '1': 0.65, '2': 0.43, '3': 0.39, '4': 0.43, '5': 0.55, '6': 0.49, '7': 0.68, '8': 0.63, '9': 0.6}, 0.54)
Test | NLL Loss: 1.797671 | Acc: 0.3858 | MSE: 0.0758403442181147| CS: ({'0': 0.53, '1': 0.65, '2': 0.43, '3': 0.38, '4': 0.41, '5': 0.55, '6': 0.51, '7': 0.66, '8': 0.62, '9': 0.6}, 0.53)
Train Epoch: 53 | Loss: 1.434407 | Acc: 0.4925| MSE: 0.0646 || V Loss: 1.7428| V Acc: 0.4021| V MSE: 0.0746| CS: ({'0': 0.57, '1': 0.65, '2': 0.43, '3': 0.42, '4': 0.42, '5': 0.55, '6': 0.52, '7': 0.68, '8': 0.6, '9': 0.6}, 0.54)
Test | NLL Loss: 1.794503 | Acc: 0.3890 | MSE: 0.0757011058874214| CS: ({'0': 0.58, '1': 0.66, '2': 0.44, '3': 0.4, '4': 0.39, '5': 0.58, '6': 0.53, '7': 0.64, '8': 0.6, '9': 0.61}, 0.54)
Train Epoch: 54 | Loss: 1.433208 | Acc: 0.4917| MSE: 0.0645 || V Loss: 1.7584| V Acc: 0.3929| V MSE: 0.0752| CS: ({'0': 0.51, '1': 0.65, '2': 0.37, '3': 0.43, '4': 0.37, '5': 0.54, '6': 0.46, '7': 0.69, '8': 0.65, '9': 0.6}, 0.53)
Test | NLL Loss: 1.789297 | Acc: 0.3818 | MSE: 0.07572969640739048| CS: ({'0': 0.53, '1': 0.66, '2': 0.39, '3': 0.42, '4': 0.37, '5': 0.55, '6': 0.49, '7': 0.67, '8': 0.64, '9': 0.62}, 0.53)
Train Epoch: 55 | Loss: 1.430697 | Acc: 0.4934| MSE: 0.0644 || V Loss: 1.7539| V Acc: 0.3997| V MSE: 0.0748| CS: ({'0': 0.56, '1': 0.66, '2': 0.43, '3': 0.42, '4': 0.4, '5': 0.54, '6': 0.48, '7': 0.68, '8': 0.6, '9': 0.6}, 0.54)
Test | NLL Loss: 1.803307 | Acc: 0.3837 | MSE: 0.07589517204096904| CS: ({'0': 0.57, '1': 0.66, '2': 0.44, '3': 0.4, '4': 0.39, '5': 0.57, '6': 0.49, '7': 0.66, '8': 0.59, '9': 0.61}, 0.54)
Train Epoch: 56 | Loss: 1.428210 | Acc: 0.4939| MSE: 0.0642 || V Loss: 1.7546| V Acc: 0.4003| V MSE: 0.0746| CS: ({'0': 0.54, '1': 0.64, '2': 0.39, '3': 0.45, '4': 0.38, '5': 0.55, '6': 0.48, '7': 0.67, '8': 0.61, '9': 0.61}, 0.53)
Test | NLL Loss: 1.794691 | Acc: 0.3831 | MSE: 0.07561900257207334| CS: ({'0': 0.55, '1': 0.67, '2': 0.4, '3': 0.43, '4': 0.37, '5': 0.55, '6': 0.5, '7': 0.65, '8': 0.59, '9': 0.63}, 0.53)
Train Epoch: 57 | Loss: 1.426329 | Acc: 0.4955| MSE: 0.0643 || V Loss: 1.7752| V Acc: 0.3893| V MSE: 0.0755| CS: ({'0': 0.55, '1': 0.69, '2': 0.42, '3': 0.42, '4': 0.4, '5': 0.57, '6': 0.49, '7': 0.68, '8': 0.61, '9': 0.61}, 0.54)
Test | NLL Loss: 1.801994 | Acc: 0.3876 | MSE: 0.07587774883443936| CS: ({'0': 0.55, '1': 0.68, '2': 0.43, '3': 0.4, '4': 0.38, '5': 0.57, '6': 0.51, '7': 0.64, '8': 0.62, '9': 0.62}, 0.54)
Train Epoch: 58 | Loss: 1.426120 | Acc: 0.4941| MSE: 0.0643 || V Loss: 1.7457| V Acc: 0.4017| V MSE: 0.0746| CS: ({'0': 0.55, '1': 0.64, '2': 0.39, '3': 0.43, '4': 0.41, '5': 0.54, '6': 0.47, '7': 0.68, '8': 0.64, '9': 0.61}, 0.54)
Test | NLL Loss: 1.795045 | Acc: 0.3836 | MSE: 0.07587114998850579| CS: ({'0': 0.56, '1': 0.67, '2': 0.4, '3': 0.41, '4': 0.4, '5': 0.58, '6': 0.5, '7': 0.66, '8': 0.63, '9': 0.63}, 0.54)
Train Epoch: 59 | Loss: 1.425034 | Acc: 0.4972| MSE: 0.0643 || V Loss: 1.7479| V Acc: 0.3981| V MSE: 0.0745| CS: ({'0': 0.59, '1': 0.63, '2': 0.39, '3': 0.43, '4': 0.39, '5': 0.52, '6': 0.51, '7': 0.68, '8': 0.59, '9': 0.61}, 0.53)
Test | NLL Loss: 1.798988 | Acc: 0.3874 | MSE: 0.07582049190807648| CS: ({'0': 0.59, '1': 0.65, '2': 0.39, '3': 0.41, '4': 0.39, '5': 0.54, '6': 0.53, '7': 0.67, '8': 0.58, '9': 0.63}, 0.54)
Train Epoch: 60 | Loss: 1.421911 | Acc: 0.4970| MSE: 0.0641 || V Loss: 1.7442| V Acc: 0.4001| V MSE: 0.0743| CS: ({'0': 0.54, '1': 0.67, '2': 0.41, '3': 0.42, '4': 0.45, '5': 0.55, '6': 0.47, '7': 0.67, '8': 0.62, '9': 0.64}, 0.54)
Test | NLL Loss: 1.796644 | Acc: 0.3849 | MSE: 0.07574676270016466| CS: ({'0': 0.56, '1': 0.67, '2': 0.41, '3': 0.41, '4': 0.43, '5': 0.55, '6': 0.48, '7': 0.65, '8': 0.62, '9': 0.64}, 0.54)
Train Epoch: 61 | Loss: 1.419846 | Acc: 0.4980| MSE: 0.0640 || V Loss: 1.7517| V Acc: 0.4023| V MSE: 0.0746| CS: ({'0': 0.58, '1': 0.65, '2': 0.39, '3': 0.45, '4': 0.4, '5': 0.53, '6': 0.49, '7': 0.67, '8': 0.61, '9': 0.63}, 0.54)
Test | NLL Loss: 1.808480 | Acc: 0.3888 | MSE: 0.07595744054205121| CS: ({'0': 0.59, '1': 0.67, '2': 0.4, '3': 0.42, '4': 0.39, '5': 0.54, '6': 0.51, '7': 0.67, '8': 0.6, '9': 0.63}, 0.54)
Train Epoch: 62 | Loss: 1.418677 | Acc: 0.4985| MSE: 0.0640 || V Loss: 1.7570| V Acc: 0.4043| V MSE: 0.0747| CS: ({'0': 0.55, '1': 0.66, '2': 0.41, '3': 0.45, '4': 0.37, '5': 0.52, '6': 0.49, '7': 0.67, '8': 0.61, '9': 0.63}, 0.54)
Test | NLL Loss: 1.804191 | Acc: 0.3824 | MSE: 0.07599040781394742| CS: ({'0': 0.55, '1': 0.67, '2': 0.42, '3': 0.44, '4': 0.38, '5': 0.53, '6': 0.52, '7': 0.64, '8': 0.61, '9': 0.62}, 0.54)
Train Epoch: 63 | Loss: 1.416045 | Acc: 0.4964| MSE: 0.0640 || V Loss: 1.7652| V Acc: 0.3897| V MSE: 0.0749| CS: ({'0': 0.55, '1': 0.64, '2': 0.4, '3': 0.45, '4': 0.4, '5': 0.57, '6': 0.51, '7': 0.67, '8': 0.63, '9': 0.64}, 0.55)
Test | NLL Loss: 1.808007 | Acc: 0.3855 | MSE: 0.07612524679103218| CS: ({'0': 0.56, '1': 0.66, '2': 0.41, '3': 0.42, '4': 0.39, '5': 0.56, '6': 0.52, '7': 0.65, '8': 0.62, '9': 0.65}, 0.54)
Train Epoch: 64 | Loss: 1.415561 | Acc: 0.4981| MSE: 0.0639 || V Loss: 1.7714| V Acc: 0.3935| V MSE: 0.0752| CS: ({'0': 0.57, '1': 0.68, '2': 0.4, '3': 0.43, '4': 0.38, '5': 0.55, '6': 0.51, '7': 0.69, '8': 0.63, '9': 0.61}, 0.55)
Test | NLL Loss: 1.810011 | Acc: 0.3863 | MSE: 0.07597419412467427| CS: ({'0': 0.57, '1': 0.67, '2': 0.4, '3': 0.42, '4': 0.37, '5': 0.57, '6': 0.52, '7': 0.67, '8': 0.62, '9': 0.61}, 0.54)
Train Epoch: 65 | Loss: 1.414745 | Acc: 0.4988| MSE: 0.0639 || V Loss: 1.7546| V Acc: 0.3967| V MSE: 0.0749| CS: ({'0': 0.56, '1': 0.63, '2': 0.4, '3': 0.42, '4': 0.39, '5': 0.53, '6': 0.49, '7': 0.65, '8': 0.63, '9': 0.63}, 0.53)
Test | NLL Loss: 1.803874 | Acc: 0.3779 | MSE: 0.07612857833123816| CS: ({'0': 0.57, '1': 0.64, '2': 0.41, '3': 0.41, '4': 0.38, '5': 0.53, '6': 0.51, '7': 0.65, '8': 0.61, '9': 0.63}, 0.53)
Train Epoch: 66 | Loss: 1.411928 | Acc: 0.5006| MSE: 0.0638 || V Loss: 1.7765| V Acc: 0.3901| V MSE: 0.0753| CS: ({'0': 0.57, '1': 0.66, '2': 0.4, '3': 0.43, '4': 0.42, '5': 0.55, '6': 0.54, '7': 0.68, '8': 0.59, '9': 0.61}, 0.55)
Test | NLL Loss: 1.823462 | Acc: 0.3831 | MSE: 0.07623331679608494| CS: ({'0': 0.56, '1': 0.67, '2': 0.42, '3': 0.41, '4': 0.41, '5': 0.56, '6': 0.56, '7': 0.66, '8': 0.6, '9': 0.62}, 0.55)
Train Epoch: 67 | Loss: 1.411131 | Acc: 0.4974| MSE: 0.0638 || V Loss: 1.7671| V Acc: 0.3993| V MSE: 0.0749| CS: ({'0': 0.55, '1': 0.66, '2': 0.41, '3': 0.44, '4': 0.4, '5': 0.56, '6': 0.48, '7': 0.7, '8': 0.61, '9': 0.61}, 0.54)
Test | NLL Loss: 1.820776 | Acc: 0.3826 | MSE: 0.07629497263568659| CS: ({'0': 0.55, '1': 0.66, '2': 0.41, '3': 0.42, '4': 0.39, '5': 0.56, '6': 0.5, '7': 0.69, '8': 0.61, '9': 0.63}, 0.54)
Train Epoch: 68 | Loss: 1.409131 | Acc: 0.5006| MSE: 0.0637 || V Loss: 1.7786| V Acc: 0.3909| V MSE: 0.0759| CS: ({'0': 0.57, '1': 0.65, '2': 0.39, '3': 0.43, '4': 0.4, '5': 0.56, '6': 0.56, '7': 0.68, '8': 0.6, '9': 0.61}, 0.55)
Test | NLL Loss: 1.826822 | Acc: 0.3788 | MSE: 0.07670551549179104| CS: ({'0': 0.57, '1': 0.65, '2': 0.41, '3': 0.42, '4': 0.4, '5': 0.58, '6': 0.57, '7': 0.65, '8': 0.59, '9': 0.62}, 0.55)
Train Epoch: 69 | Loss: 1.408678 | Acc: 0.5006| MSE: 0.0636 || V Loss: 1.7615| V Acc: 0.4003| V MSE: 0.0749| CS: ({'0': 0.58, '1': 0.66, '2': 0.4, '3': 0.45, '4': 0.43, '5': 0.55, '6': 0.49, '7': 0.67, '8': 0.64, '9': 0.62}, 0.55)
Test | NLL Loss: 1.806035 | Acc: 0.3888 | MSE: 0.07587609535303359| CS: ({'0': 0.58, '1': 0.65, '2': 0.4, '3': 0.42, '4': 0.42, '5': 0.56, '6': 0.51, '7': 0.66, '8': 0.65, '9': 0.63}, 0.55)
Train Epoch: 70 | Loss: 1.405887 | Acc: 0.5025| MSE: 0.0636 || V Loss: 1.7628| V Acc: 0.3995| V MSE: 0.0749| CS: ({'0': 0.55, '1': 0.67, '2': 0.43, '3': 0.43, '4': 0.4, '5': 0.55, '6': 0.5, '7': 0.69, '8': 0.59, '9': 0.61}, 0.54)
Test | NLL Loss: 1.808463 | Acc: 0.3852 | MSE: 0.07601394128209105| CS: ({'0': 0.55, '1': 0.67, '2': 0.43, '3': 0.41, '4': 0.38, '5': 0.56, '6': 0.53, '7': 0.67, '8': 0.6, '9': 0.62}, 0.54)
Train Epoch: 71 | Loss: 1.403801 | Acc: 0.5045| MSE: 0.0634 || V Loss: 1.7802| V Acc: 0.3975| V MSE: 0.0752| CS: ({'0': 0.55, '1': 0.65, '2': 0.41, '3': 0.44, '4': 0.41, '5': 0.55, '6': 0.5, '7': 0.69, '8': 0.61, '9': 0.65}, 0.55)
Test | NLL Loss: 1.826293 | Acc: 0.3809 | MSE: 0.07654176335841321| CS: ({'0': 0.55, '1': 0.67, '2': 0.42, '3': 0.43, '4': 0.4, '5': 0.57, '6': 0.52, '7': 0.68, '8': 0.6, '9': 0.65}, 0.55)
Train Epoch: 72 | Loss: 1.404864 | Acc: 0.5015| MSE: 0.0635 || V Loss: 1.7658| V Acc: 0.3991| V MSE: 0.0749| CS: ({'0': 0.59, '1': 0.65, '2': 0.41, '3': 0.44, '4': 0.41, '5': 0.56, '6': 0.5, '7': 0.68, '8': 0.62, '9': 0.62}, 0.55)
Test | NLL Loss: 1.811696 | Acc: 0.3874 | MSE: 0.07595857031667194| CS: ({'0': 0.59, '1': 0.66, '2': 0.42, '3': 0.43, '4': 0.4, '5': 0.58, '6': 0.52, '7': 0.67, '8': 0.63, '9': 0.62}, 0.55)
Train Epoch: 73 | Loss: 1.401132 | Acc: 0.5027| MSE: 0.0633 || V Loss: 1.7946| V Acc: 0.3903| V MSE: 0.0756| CS: ({'0': 0.62, '1': 0.67, '2': 0.41, '3': 0.45, '4': 0.43, '5': 0.56, '6': 0.54, '7': 0.71, '8': 0.63, '9': 0.63}, 0.57)
Test | NLL Loss: 1.842122 | Acc: 0.3867 | MSE: 0.07655783197559869| CS: ({'0': 0.63, '1': 0.66, '2': 0.43, '3': 0.43, '4': 0.41, '5': 0.54, '6': 0.56, '7': 0.69, '8': 0.6, '9': 0.64}, 0.56)
Train Epoch: 74 | Loss: 1.401821 | Acc: 0.5031| MSE: 0.0633 || V Loss: 1.7870| V Acc: 0.3885| V MSE: 0.0754| CS: ({'0': 0.57, '1': 0.66, '2': 0.4, '3': 0.43, '4': 0.42, '5': 0.56, '6': 0.52, '7': 0.69, '8': 0.63, '9': 0.62}, 0.55)
Test | NLL Loss: 1.825715 | Acc: 0.3847 | MSE: 0.07635084338509998| CS: ({'0': 0.57, '1': 0.68, '2': 0.41, '3': 0.42, '4': 0.41, '5': 0.55, '6': 0.53, '7': 0.67, '8': 0.62, '9': 0.63}, 0.55)
Train Epoch: 75 | Loss: 1.399921 | Acc: 0.5023| MSE: 0.0633 || V Loss: 1.8130| V Acc: 0.3883| V MSE: 0.0764| CS: ({'0': 0.55, '1': 0.67, '2': 0.41, '3': 0.42, '4': 0.4, '5': 0.55, '6': 0.48, '7': 0.69, '8': 0.61, '9': 0.58}, 0.54)
Test | NLL Loss: 1.850030 | Acc: 0.3728 | MSE: 0.07720984362613278| CS: ({'0': 0.56, '1': 0.68, '2': 0.42, '3': 0.42, '4': 0.39, '5': 0.56, '6': 0.5, '7': 0.67, '8': 0.61, '9': 0.6}, 0.54)
Train Epoch: 76 | Loss: 1.398594 | Acc: 0.5036| MSE: 0.0633 || V Loss: 1.7757| V Acc: 0.3889| V MSE: 0.0754| CS: ({'0': 0.59, '1': 0.66, '2': 0.42, '3': 0.45, '4': 0.44, '5': 0.56, '6': 0.52, '7': 0.69, '8': 0.6, '9': 0.66}, 0.56)
Test | NLL Loss: 1.825440 | Acc: 0.3896 | MSE: 0.07642337209738481| CS: ({'0': 0.6, '1': 0.66, '2': 0.42, '3': 0.42, '4': 0.41, '5': 0.55, '6': 0.53, '7': 0.68, '8': 0.61, '9': 0.66}, 0.55)
Train Epoch: 77 | Loss: 1.397828 | Acc: 0.5053| MSE: 0.0633 || V Loss: 1.7757| V Acc: 0.3929| V MSE: 0.0754| CS: ({'0': 0.57, '1': 0.64, '2': 0.39, '3': 0.45, '4': 0.41, '5': 0.52, '6': 0.49, '7': 0.69, '8': 0.63, '9': 0.61}, 0.54)
Test | NLL Loss: 1.827229 | Acc: 0.3832 | MSE: 0.0765173694672295| CS: ({'0': 0.59, '1': 0.65, '2': 0.42, '3': 0.42, '4': 0.4, '5': 0.51, '6': 0.5, '7': 0.67, '8': 0.61, '9': 0.62}, 0.54)
Train Epoch: 78 | Loss: 1.395622 | Acc: 0.5064| MSE: 0.0632 || V Loss: 1.7667| V Acc: 0.3983| V MSE: 0.0750| CS: ({'0': 0.59, '1': 0.66, '2': 0.41, '3': 0.45, '4': 0.38, '5': 0.55, '6': 0.49, '7': 0.7, '8': 0.64, '9': 0.61}, 0.55)
Test | NLL Loss: 1.831317 | Acc: 0.3800 | MSE: 0.07659578354309161| CS: ({'0': 0.59, '1': 0.66, '2': 0.42, '3': 0.43, '4': 0.38, '5': 0.57, '6': 0.52, '7': 0.66, '8': 0.62, '9': 0.62}, 0.55)
Train Epoch: 79 | Loss: 1.394382 | Acc: 0.5058| MSE: 0.0631 || V Loss: 1.7854| V Acc: 0.3979| V MSE: 0.0755| CS: ({'0': 0.58, '1': 0.65, '2': 0.41, '3': 0.42, '4': 0.43, '5': 0.58, '6': 0.55, '7': 0.69, '8': 0.64, '9': 0.61}, 0.56)
Test | NLL Loss: 1.836340 | Acc: 0.3864 | MSE: 0.07672425002430955| CS: ({'0': 0.57, '1': 0.67, '2': 0.42, '3': 0.41, '4': 0.42, '5': 0.57, '6': 0.55, '7': 0.68, '8': 0.64, '9': 0.62}, 0.55)
Train Epoch: 80 | Loss: 1.393639 | Acc: 0.5063| MSE: 0.0631 || V Loss: 1.7804| V Acc: 0.3961| V MSE: 0.0754| CS: ({'0': 0.57, '1': 0.67, '2': 0.41, '3': 0.47, '4': 0.39, '5': 0.57, '6': 0.48, '7': 0.69, '8': 0.62, '9': 0.61}, 0.55)
Test | NLL Loss: 1.838884 | Acc: 0.3803 | MSE: 0.07661947349723154| CS: ({'0': 0.58, '1': 0.68, '2': 0.41, '3': 0.45, '4': 0.38, '5': 0.58, '6': 0.5, '7': 0.67, '8': 0.62, '9': 0.62}, 0.55)
Train Epoch: 81 | Loss: 1.391585 | Acc: 0.5068| MSE: 0.0630 || V Loss: 1.7854| V Acc: 0.3923| V MSE: 0.0753| CS: ({'0': 0.61, '1': 0.67, '2': 0.41, '3': 0.45, '4': 0.43, '5': 0.57, '6': 0.5, '7': 0.67, '8': 0.61, '9': 0.61}, 0.55)
Test | NLL Loss: 1.839128 | Acc: 0.3830 | MSE: 0.07652257913693833| CS: ({'0': 0.61, '1': 0.69, '2': 0.41, '3': 0.43, '4': 0.41, '5': 0.57, '6': 0.52, '7': 0.65, '8': 0.63, '9': 0.61}, 0.55)
Train Epoch: 82 | Loss: 1.392586 | Acc: 0.5065| MSE: 0.0631 || V Loss: 1.7984| V Acc: 0.3967| V MSE: 0.0758| CS: ({'0': 0.61, '1': 0.68, '2': 0.41, '3': 0.42, '4': 0.42, '5': 0.56, '6': 0.49, '7': 0.71, '8': 0.61, '9': 0.61}, 0.55)
Test | NLL Loss: 1.849844 | Acc: 0.3814 | MSE: 0.07664715695066955| CS: ({'0': 0.64, '1': 0.69, '2': 0.41, '3': 0.41, '4': 0.41, '5': 0.55, '6': 0.51, '7': 0.69, '8': 0.63, '9': 0.63}, 0.56)
Train Epoch: 83 | Loss: 1.389774 | Acc: 0.5084| MSE: 0.0629 || V Loss: 1.8108| V Acc: 0.3869| V MSE: 0.0761| CS: ({'0': 0.59, '1': 0.71, '2': 0.42, '3': 0.45, '4': 0.41, '5': 0.55, '6': 0.49, '7': 0.71, '8': 0.63, '9': 0.64}, 0.56)
Test | NLL Loss: 1.852521 | Acc: 0.3803 | MSE: 0.07712243743740713| CS: ({'0': 0.6, '1': 0.7, '2': 0.41, '3': 0.42, '4': 0.41, '5': 0.54, '6': 0.5, '7': 0.69, '8': 0.62, '9': 0.65}, 0.55)
Train Epoch: 84 | Loss: 1.387502 | Acc: 0.5081| MSE: 0.0628 || V Loss: 1.8246| V Acc: 0.3838| V MSE: 0.0766| CS: ({'0': 0.56, '1': 0.69, '2': 0.41, '3': 0.45, '4': 0.42, '5': 0.56, '6': 0.5, '7': 0.7, '8': 0.64, '9': 0.61}, 0.55)
