Config: 
 {
  "model_name": "gsc_cifar_10p_data_100p_params",
  "num_classes": 10,
  "in_features": 1024,
  "epochs": 100,
  "batch_size": 32,
  "lr": 0.01,
  "lr_decay": false,
  "train_p": 9.0,
  "test_p": 100,
  "dnn_config": {
    "layers": [
      150,
      100,
      10
    ]
  },
  "early_stopping": true,
  "patience": 5,
  "valid_p": 1.0,
  "optimizer": "adam"
} 

CIFAR-10 Dataset:
Training on 4500 samples (9.0% of 50000) 
Valid on 500 samples (1.0% of 50000)
Test on 10000 samples (100% of 10000)

Files already downloaded and verified
Files already downloaded and verified
Running test for every 1 epoch
Model: 

LinearClassifierGSC(
  (layers): ModuleList(
    (0): Linear(in_features=1024, out_features=150, bias=True)
    (1): Linear(in_features=1174, out_features=100, bias=True)
    (2): Linear(in_features=1274, out_features=10, bias=True)
  )
  (relu_activation): ReLU()
  (softmax_activation): LogSoftmax()
)


Summary: 

----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Linear-1                  [-1, 150]         153,750
              ReLU-2                  [-1, 150]               0
            Linear-3                  [-1, 100]         117,500
              ReLU-4                  [-1, 100]               0
            Linear-5                   [-1, 10]          12,750
        LogSoftmax-6                   [-1, 10]               0
================================================================
Total params: 284,000
Trainable params: 284,000
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.00
Forward/backward pass size (MB): 0.00
Params size (MB): 1.08
Estimated Total Size (MB): 1.09
----------------------------------------------------------------


Train Epoch: 1 | Loss: 3.216746 | Acc: 0.2025| MSE: 0.1060 || V Loss: 3.2177| V Acc: 0.1980| V MSE: 0.1067| CS: ({'0': 0.69, '1': 0.74, '2': 0.46, '3': 0.4, '4': 0.21, '5': 0.58, '6': 0.48, '7': 0.56, '8': 0.39, '9': 0.78}, 0.53)
Test | NLL Loss: 11.220350 | Acc: 0.2725 | MSE: 0.13119805099579473| CS: ({'0': 0.95, '1': 0.95, '2': 0.92, '3': 0.9, '4': 0.89, '5': 0.94, '6': 0.89, '7': 0.95, '8': 0.91, '9': 0.93}, 0.92)
Train Epoch: 42 | Loss: 1.104736 | Acc: 0.8187| MSE: 0.0301 || V Loss: 11.0612| V Acc: 0.2859| V MSE: 0.1280| CS: ({'0': 0.91, '1': 0.97, '2': 0.85, '3': 0.93, '4': 0.96, '5': 0.98, '6': 0.92, '7': 0.98, '8': 0.92, '9': 0.99}, 0.94)
Test | NLL Loss: 11.792731 | Acc: 0.2778 | MSE: 0.13084323178179347| CS: ({'0': 0.89, '1': 0.95, '2': 0.89, '3': 0.93, '4': 0.89, '5': 0.92, '6': 0.9, '7': 0.95, '8': 0.94, '9': 0.93}, 0.92)
Train Epoch: 43 | Loss: 1.357889 | Acc: 0.7991| MSE: 0.0341 || V Loss: 10.8078| V Acc: 0.2898| V MSE: 0.1279| CS: ({'0': 0.92, '1': 0.93, '2': 0.91, '3': 0.97, '4': 0.9, '5': 0.9, '6': 0.87, '7': 0.92, '8': 0.9, '9': 0.95}, 0.92)
Test | NLL Loss: 11.840325 | Acc: 0.2806 | MSE: 0.13106358070343066| CS: ({'0': 0.93, '1': 0.96, '2': 0.92, '3': 0.92, '4': 0.87, '5': 0.93, '6': 0.89, '7': 0.94, '8': 0.94, '9': 0.94}, 0.92)
Train Epoch: 44 | Loss: 1.021652 | Acc: 0.8275| MSE: 0.0284 || V Loss: 12.3787| V Acc: 0.2598| V MSE: 0.1356| CS: ({'0': 0.93, '1': 0.97, '2': 0.99, '3': 0.9, '4': 0.91, '5': 0.97, '6': 0.93, '7': 0.95, '8': 0.92, '9': 0.9}, 0.94)
Test | NLL Loss: 12.777224 | Acc: 0.2703 | MSE: 0.13346961133491497| CS: ({'0': 0.93, '1': 0.94, '2': 0.94, '3': 0.95, '4': 0.91, '5': 0.94, '6': 0.9, '7': 0.95, '8': 0.93, '9': 0.94}, 0.93)
Train Epoch: 45 | Loss: 1.472817 | Acc: 0.7917| MSE: 0.0351 || V Loss: 11.6695| V Acc: 0.2879| V MSE: 0.1296| CS: ({'0': 0.9, '1': 0.96, '2': 0.89, '3': 0.89, '4': 0.94, '5': 0.95, '6': 0.77, '7': 0.92, '8': 0.95, '9': 0.93}, 0.91)
Test | NLL Loss: 12.440444 | Acc: 0.2712 | MSE: 0.1326460594567247| CS: ({'0': 0.9, '1': 0.95, '2': 0.91, '3': 0.93, '4': 0.89, '5': 0.94, '6': 0.9, '7': 0.94, '8': 0.95, '9': 0.93}, 0.92)
Train Epoch: 46 | Loss: 1.496127 | Acc: 0.7908| MSE: 0.0360 || V Loss: 14.1919| V Acc: 0.3105| V MSE: 0.1266| CS: ({'0': 0.87, '1': 0.95, '2': 0.85, '3': 0.93, '4': 0.85, '5': 0.96, '6': 0.91, '7': 0.95, '8': 0.95, '9': 0.93}, 0.91)
Test | NLL Loss: 14.689480 | Acc: 0.2718 | MSE: 0.13457412275072103| CS: ({'0': 0.94, '1': 0.95, '2': 0.9, '3': 0.93, '4': 0.89, '5': 0.94, '6': 0.91, '7': 0.97, '8': 0.95, '9': 0.94}, 0.93)
Train Epoch: 47 | Loss: 1.446385 | Acc: 0.7988| MSE: 0.0339 || V Loss: 13.7244| V Acc: 0.3207| V MSE: 0.1271| CS: ({'0': 0.93, '1': 0.96, '2': 0.98, '3': 0.95, '4': 0.98, '5': 0.96, '6': 0.88, '7': 0.88, '8': 0.95, '9': 0.91}, 0.94)
Test | NLL Loss: 13.774625 | Acc: 0.2750 | MSE: 0.13395060544101575| CS: ({'0': 0.91, '1': 0.94, '2': 0.88, '3': 0.93, '4': 0.92, '5': 0.95, '6': 0.95, '7': 0.96, '8': 0.96, '9': 0.95}, 0.93)
Train Epoch: 48 | Loss: 1.199800 | Acc: 0.8068| MSE: 0.0321 || V Loss: 13.3600| V Acc: 0.3047| V MSE: 0.1292| CS: ({'0': 0.85, '1': 0.94, '2': 0.88, '3': 0.98, '4': 0.93, '5': 0.91, '6': 0.92, '7': 0.88, '8': 0.99, '9': 0.9}, 0.92)
Test | NLL Loss: 14.035619 | Acc: 0.2686 | MSE: 0.13421420743480658| CS: ({'0': 0.91, '1': 0.95, '2': 0.91, '3': 0.93, '4': 0.92, '5': 0.94, '6': 0.91, '7': 0.95, '8': 0.95, '9': 0.94}, 0.93)
Train Epoch: 49 | Loss: 1.201663 | Acc: 0.8275| MSE: 0.0292 || V Loss: 13.6495| V Acc: 0.2848| V MSE: 0.1304| CS: ({'0': 0.97, '1': 0.97, '2': 0.91, '3': 0.82, '4': 0.91, '5': 0.99, '6': 0.94, '7': 0.96, '8': 0.94, '9': 0.92}, 0.93)
Test | NLL Loss: 13.928688 | Acc: 0.2758 | MSE: 0.1331028516728657| CS: ({'0': 0.95, '1': 0.95, '2': 0.92, '3': 0.92, '4': 0.89, '5': 0.96, '6': 0.91, '7': 0.95, '8': 0.93, '9': 0.94}, 0.93)
Train Epoch: 50 | Loss: 1.242007 | Acc: 0.8228| MSE: 0.0302 || V Loss: 13.7090| V Acc: 0.2867| V MSE: 0.1308| CS: ({'0': 0.98, '1': 0.96, '2': 0.89, '3': 0.92, '4': 0.97, '5': 0.96, '6': 0.84, '7': 0.95, '8': 0.95, '9': 0.98}, 0.94)
Test | NLL Loss: 14.261546 | Acc: 0.2766 | MSE: 0.13313826252096378| CS: ({'0': 0.92, '1': 0.96, '2': 0.88, '3': 0.92, '4': 0.9, '5': 0.95, '6': 0.91, '7': 0.95, '8': 0.96, '9': 0.95}, 0.93)
Train Epoch: 51 | Loss: 1.038005 | Acc: 0.8445| MSE: 0.0263 || V Loss: 15.5145| V Acc: 0.2629| V MSE: 0.1356| CS: ({'0': 0.95, '1': 1.0, '2': 0.97, '3': 0.97, '4': 0.92, '5': 0.98, '6': 0.77, '7': 0.96, '8': 0.95, '9': 0.94}, 0.94)
Test | NLL Loss: 15.552636 | Acc: 0.2882 | MSE: 0.13231578581154155| CS: ({'0': 0.96, '1': 0.95, '2': 0.9, '3': 0.94, '4': 0.93, '5': 0.96, '6': 0.89, '7': 0.96, '8': 0.94, '9': 0.95}, 0.94)
Train Epoch: 52 | Loss: 1.185397 | Acc: 0.8349| MSE: 0.0276 || V Loss: 14.1099| V Acc: 0.3086| V MSE: 0.1288| CS: ({'0': 1.0, '1': 0.96, '2': 0.96, '3': 0.99, '4': 0.88, '5': 0.95, '6': 0.99, '7': 0.92, '8': 0.93, '9': 0.94}, 0.95)
Test | NLL Loss: 15.055170 | Acc: 0.2824 | MSE: 0.13316170716533265| CS: ({'0': 0.94, '1': 0.94, '2': 0.94, '3': 0.94, '4': 0.92, '5': 0.96, '6': 0.95, '7': 0.95, '8': 0.95, '9': 0.95}, 0.94)
Train Epoch: 53 | Loss: 0.899208 | Acc: 0.8546| MSE: 0.0245 || V Loss: 15.0701| V Acc: 0.2887| V MSE: 0.1328| CS: ({'0': 0.96, '1': 0.94, '2': 0.84, '3': 1.0, '4': 0.79, '5': 0.93, '6': 0.93, '7': 0.97, '8': 0.96, '9': 0.86}, 0.92)
Test | NLL Loss: 15.415015 | Acc: 0.2693 | MSE: 0.13498554162133616| CS: ({'0': 0.91, '1': 0.96, '2': 0.92, '3': 0.95, '4': 0.88, '5': 0.95, '6': 0.94, '7': 0.95, '8': 0.96, '9': 0.94}, 0.94)
Train Epoch: 54 | Loss: 1.135558 | Acc: 0.8484| MSE: 0.0260 || V Loss: 15.4114| V Acc: 0.2812| V MSE: 0.1333| CS: ({'0': 0.96, '1': 0.97, '2': 0.91, '3': 0.96, '4': 0.97, '5': 0.99, '6': 0.91, '7': 0.95, '8': 0.92, '9': 0.97}, 0.95)
Test | NLL Loss: 15.835769 | Acc: 0.2800 | MSE: 0.13365022447733835| CS: ({'0': 0.94, '1': 0.95, '2': 0.93, '3': 0.93, '4': 0.94, '5': 0.97, '6': 0.93, '7': 0.95, '8': 0.95, '9': 0.96}, 0.94)
Train Epoch: 55 | Loss: 1.175770 | Acc: 0.8338| MSE: 0.0281 || V Loss: 15.1305| V Acc: 0.2758| V MSE: 0.1344| CS: ({'0': 0.92, '1': 0.99, '2': 1.0, '3': 1.0, '4': 0.88, '5': 0.99, '6': 0.87, '7': 0.94, '8': 0.96, '9': 0.95}, 0.95)
Test | NLL Loss: 16.586692 | Acc: 0.2770 | MSE: 0.13415010313922987| CS: ({'0': 0.94, '1': 0.97, '2': 0.94, '3': 0.95, '4': 0.92, '5': 0.95, '6': 0.92, '7': 0.95, '8': 0.95, '9': 0.97}, 0.95)
Train Epoch: 56 | Loss: 0.977543 | Acc: 0.8570| MSE: 0.0239 || V Loss: 16.1818| V Acc: 0.2477| V MSE: 0.1396| CS: ({'0': 0.95, '1': 0.94, '2': 0.9, '3': 1.0, '4': 0.99, '5': 0.97, '6': 0.93, '7': 0.91, '8': 0.96, '9': 0.96}, 0.95)
Test | NLL Loss: 16.485570 | Acc: 0.2721 | MSE: 0.13513655251207443| CS: ({'0': 0.95, '1': 0.95, '2': 0.91, '3': 0.95, '4': 0.92, '5': 0.97, '6': 0.9, '7': 0.95, '8': 0.95, '9': 0.95}, 0.94)
Train Epoch: 57 | Loss: 0.954271 | Acc: 0.8614| MSE: 0.0232 || V Loss: 18.1627| V Acc: 0.2367| V MSE: 0.1414| CS: ({'0': 1.0, '1': 0.97, '2': 0.93, '3': 1.0, '4': 0.99, '5': 0.97, '6': 0.95, '7': 0.99, '8': 0.94, '9': 0.99}, 0.97)
Test | NLL Loss: 17.824484 | Acc: 0.2710 | MSE: 0.1361372050005026| CS: ({'0': 0.92, '1': 0.97, '2': 0.93, '3': 0.95, '4': 0.92, '5': 0.96, '6': 0.95, '7': 0.97, '8': 0.95, '9': 0.97}, 0.95)
Train Epoch: 58 | Loss: 1.486740 | Acc: 0.8301| MSE: 0.0296 || V Loss: 16.7804| V Acc: 0.3004| V MSE: 0.1308| CS: ({'0': 0.96, '1': 0.95, '2': 0.94, '3': 1.0, '4': 0.84, '5': 0.97, '6': 0.93, '7': 0.96, '8': 0.96, '9': 0.97}, 0.95)
Test | NLL Loss: 17.572494 | Acc: 0.2750 | MSE: 0.13572590057842268| CS: ({'0': 0.94, '1': 0.96, '2': 0.92, '3': 0.94, '4': 0.91, '5': 0.97, '6': 0.95, '7': 0.97, '8': 0.97, '9': 0.95}, 0.95)
Train Epoch: 59 | Loss: 1.710028 | Acc: 0.8254| MSE: 0.0304 || V Loss: 16.9949| V Acc: 0.2961| V MSE: 0.1315| CS: ({'0': 0.92, '1': 0.95, '2': 0.79, '3': 0.98, '4': 0.89, '5': 0.97, '6': 0.95, '7': 0.9, '8': 0.93, '9': 0.96}, 0.92)
Test | NLL Loss: 17.310221 | Acc: 0.2827 | MSE: 0.1340402019338105| CS: ({'0': 0.97, '1': 0.97, '2': 0.93, '3': 0.95, '4': 0.92, '5': 0.96, '6': 0.94, '7': 0.96, '8': 0.96, '9': 0.96}, 0.95)
Train Epoch: 60 | Loss: 1.408862 | Acc: 0.8353| MSE: 0.0290 || V Loss: 18.9889| V Acc: 0.2855| V MSE: 0.1324| CS: ({'0': 0.93, '1': 0.93, '2': 0.96, '3': 1.0, '4': 0.87, '5': 1.0, '6': 0.88, '7': 0.95, '8': 0.94, '9': 0.99}, 0.95)
Test | NLL Loss: 19.051993 | Acc: 0.2709 | MSE: 0.13677278691873002| CS: ({'0': 0.94, '1': 0.96, '2': 0.94, '3': 0.97, '4': 0.92, '5': 0.97, '6': 0.91, '7': 0.96, '8': 0.97, '9': 0.96}, 0.95)
Train Epoch: 61 | Loss: 0.940493 | Acc: 0.8711| MSE: 0.0222 || V Loss: 16.4840| V Acc: 0.3203| V MSE: 0.1272| CS: ({'0': 0.89, '1': 0.99, '2': 0.9, '3': 0.99, '4': 0.96, '5': 0.98, '6': 0.93, '7': 0.98, '8': 0.96, '9': 0.9}, 0.95)
Test | NLL Loss: 17.817315 | Acc: 0.2908 | MSE: 0.13291812550050383| CS: ({'0': 0.95, '1': 0.96, '2': 0.93, '3': 0.94, '4': 0.95, '5': 0.97, '6': 0.93, '7': 0.96, '8': 0.97, '9': 0.96}, 0.95)
Train Epoch: 62 | Loss: 0.867148 | Acc: 0.8797| MSE: 0.0206 || V Loss: 16.2450| V Acc: 0.2969| V MSE: 0.1320| CS: ({'0': 0.92, '1': 0.98, '2': 0.97, '3': 0.97, '4': 0.93, '5': 0.98, '6': 0.95, '7': 0.97, '8': 0.96, '9': 0.96}, 0.96)
Test | NLL Loss: 17.587541 | Acc: 0.2768 | MSE: 0.1347970720440054| CS: ({'0': 0.95, '1': 0.97, '2': 0.93, '3': 0.94, '4': 0.91, '5': 0.96, '6': 0.93, '7': 0.96, '8': 0.96, '9': 0.95}, 0.95)
Train Epoch: 63 | Loss: 0.743931 | Acc: 0.8860| MSE: 0.0197 || V Loss: 17.2918| V Acc: 0.2973| V MSE: 0.1318| CS: ({'0': 0.9, '1': 0.98, '2': 0.84, '3': 1.0, '4': 0.99, '5': 0.94, '6': 0.96, '7': 0.95, '8': 0.95, '9': 0.98}, 0.95)
Test | NLL Loss: 18.418082 | Acc: 0.2766 | MSE: 0.13534223262113504| CS: ({'0': 0.93, '1': 0.96, '2': 0.94, '3': 0.96, '4': 0.93, '5': 0.97, '6': 0.92, '7': 0.96, '8': 0.96, '9': 0.97}, 0.95)
Train Epoch: 64 | Loss: 0.855091 | Acc: 0.8896| MSE: 0.0189 || V Loss: 18.2435| V Acc: 0.3059| V MSE: 0.1281| CS: ({'0': 0.97, '1': 0.97, '2': 1.0, '3': 0.93, '4': 0.91, '5': 0.88, '6': 0.97, '7': 1.0, '8': 0.99, '9': 0.97}, 0.96)
Test | NLL Loss: 19.866783 | Acc: 0.2967 | MSE: 0.13243953605143788| CS: ({'0': 0.95, '1': 0.97, '2': 0.95, '3': 0.95, '4': 0.93, '5': 0.96, '6': 0.95, '7': 0.96, '8': 0.97, '9': 0.98}, 0.96)
Train Epoch: 65 | Loss: 1.121298 | Acc: 0.8625| MSE: 0.0239 || V Loss: 21.0342| V Acc: 0.2828| V MSE: 0.1348| CS: ({'0': 0.94, '1': 0.92, '2': 0.88, '3': 0.91, '4': 0.93, '5': 0.99, '6': 0.96, '7': 0.99, '8': 0.93, '9': 0.97}, 0.94)
Test | NLL Loss: 20.447260 | Acc: 0.2614 | MSE: 0.13896777114262596| CS: ({'0': 0.94, '1': 0.97, '2': 0.92, '3': 0.96, '4': 0.94, '5': 0.96, '6': 0.95, '7': 0.97, '8': 0.94, '9': 0.96}, 0.95)
Train Epoch: 66 | Loss: 1.197608 | Acc: 0.8608| MSE: 0.0245 || V Loss: 19.5347| V Acc: 0.3102| V MSE: 0.1308| CS: ({'0': 0.87, '1': 0.96, '2': 0.99, '3': 0.91, '4': 0.91, '5': 0.96, '6': 0.96, '7': 0.95, '8': 0.98, '9': 0.96}, 0.94)
Test | NLL Loss: 20.644246 | Acc: 0.2794 | MSE: 0.13574117529220855| CS: ({'0': 0.94, '1': 0.97, '2': 0.94, '3': 0.97, '4': 0.91, '5': 0.97, '6': 0.95, '7': 0.96, '8': 0.98, '9': 0.97}, 0.96)
Train Epoch: 67 | Loss: 1.072631 | Acc: 0.8657| MSE: 0.0236 || V Loss: 19.2965| V Acc: 0.3051| V MSE: 0.1297| CS: ({'0': 0.97, '1': 1.0, '2': 0.98, '3': 0.98, '4': 0.98, '5': 0.97, '6': 0.94, '7': 0.94, '8': 0.89, '9': 0.97}, 0.96)
Test | NLL Loss: 19.925707 | Acc: 0.2909 | MSE: 0.13329989194108274| CS: ({'0': 0.96, '1': 0.97, '2': 0.95, '3': 0.95, '4': 0.93, '5': 0.97, '6': 0.93, '7': 0.97, '8': 0.95, '9': 0.97}, 0.96)
Train Epoch: 68 | Loss: 1.245293 | Acc: 0.8682| MSE: 0.0233 || V Loss: 21.3416| V Acc: 0.2957| V MSE: 0.1327| CS: ({'0': 0.98, '1': 0.96, '2': 0.98, '3': 0.95, '4': 0.94, '5': 0.97, '6': 0.93, '7': 0.91, '8': 0.96, '9': 0.94}, 0.95)
Test | NLL Loss: 21.295460 | Acc: 0.2774 | MSE: 0.13596771100458627| CS: ({'0': 0.97, '1': 0.96, '2': 0.95, '3': 0.95, '4': 0.95, '5': 0.97, '6': 0.96, '7': 0.97, '8': 0.96, '9': 0.96}, 0.96)
Train Epoch: 69 | Loss: 0.806605 | Acc: 0.8922| MSE: 0.0183 || V Loss: 20.8818| V Acc: 0.3023| V MSE: 0.1324| CS: ({'0': 0.93, '1': 0.95, '2': 0.97, '3': 0.98, '4': 0.91, '5': 0.99, '6': 0.93, '7': 0.94, '8': 0.98, '9': 0.93}, 0.95)
Test | NLL Loss: 21.204280 | Acc: 0.2890 | MSE: 0.13514187782050702| CS: ({'0': 0.95, '1': 0.96, '2': 0.96, '3': 0.94, '4': 0.94, '5': 0.97, '6': 0.96, '7': 0.97, '8': 0.97, '9': 0.97}, 0.96)
Train Epoch: 70 | Loss: 1.057098 | Acc: 0.8706| MSE: 0.0224 || V Loss: 20.8712| V Acc: 0.3301| V MSE: 0.1279| CS: ({'0': 0.99, '1': 0.97, '2': 0.92, '3': 0.95, '4': 0.92, '5': 0.97, '6': 0.97, '7': 0.96, '8': 0.98, '9': 0.95}, 0.96)
Test | NLL Loss: 22.301014 | Acc: 0.2878 | MSE: 0.13481105314180875| CS: ({'0': 0.94, '1': 0.98, '2': 0.97, '3': 0.95, '4': 0.93, '5': 0.97, '6': 0.95, '7': 0.96, '8': 0.97, '9': 0.97}, 0.96)
Train Epoch: 71 | Loss: 1.408299 | Acc: 0.8569| MSE: 0.0251 || V Loss: 22.1323| V Acc: 0.3031| V MSE: 0.1325| CS: ({'0': 0.97, '1': 0.94, '2': 1.0, '3': 0.99, '4': 0.95, '5': 0.96, '6': 0.9, '7': 0.93, '8': 0.99, '9': 0.89}, 0.95)
Test | NLL Loss: 23.149833 | Acc: 0.2753 | MSE: 0.13743212216863998| CS: ({'0': 0.96, '1': 0.96, '2': 0.97, '3': 0.94, '4': 0.96, '5': 0.96, '6': 0.95, '7': 0.96, '8': 0.97, '9': 0.97}, 0.96)
Train Epoch: 72 | Loss: 1.162614 | Acc: 0.8705| MSE: 0.0228 || V Loss: 20.9519| V Acc: 0.2906| V MSE: 0.1341| CS: ({'0': 0.94, '1': 0.96, '2': 0.93, '3': 0.92, '4': 0.85, '5': 1.0, '6': 0.97, '7': 0.91, '8': 0.98, '9': 0.96}, 0.94)
Test | NLL Loss: 22.064590 | Acc: 0.2872 | MSE: 0.13504931606804602| CS: ({'0': 0.96, '1': 0.98, '2': 0.97, '3': 0.95, '4': 0.94, '5': 0.97, '6': 0.95, '7': 0.97, '8': 0.96, '9': 0.97}, 0.96)
Train Epoch: 73 | Loss: 1.025334 | Acc: 0.8801| MSE: 0.0210 || V Loss: 23.8448| V Acc: 0.2871| V MSE: 0.1359| CS: ({'0': 1.0, '1': 1.0, '2': 0.96, '3': 0.93, '4': 0.94, '5': 1.0, '6': 0.96, '7': 0.95, '8': 0.98, '9': 0.97}, 0.97)
Test | NLL Loss: 23.879311 | Acc: 0.2743 | MSE: 0.13827119453456074| CS: ({'0': 0.96, '1': 0.98, '2': 0.95, '3': 0.96, '4': 0.95, '5': 0.97, '6': 0.96, '7': 0.97, '8': 0.95, '9': 0.96}, 0.96)
Train Epoch: 74 | Loss: 0.806540 | Acc: 0.9005| MSE: 0.0173 || V Loss: 21.6407| V Acc: 0.3031| V MSE: 0.1315| CS: ({'0': 0.97, '1': 0.91, '2': 0.95, '3': 0.98, '4': 0.97, '5': 0.99, '6': 0.95, '7': 0.92, '8': 0.98, '9': 0.96}, 0.96)
Test | NLL Loss: 22.931160 | Acc: 0.2831 | MSE: 0.13625988861718497| CS: ({'0': 0.97, '1': 0.98, '2': 0.94, '3': 0.96, '4': 0.93, '5': 0.98, '6': 0.94, '7': 0.97, '8': 0.97, '9': 0.96}, 0.96)
Train Epoch: 75 | Loss: 0.933529 | Acc: 0.8934| MSE: 0.0184 || V Loss: 22.1488| V Acc: 0.3238| V MSE: 0.1281| CS: ({'0': 0.97, '1': 0.96, '2': 0.9, '3': 1.0, '4': 0.87, '5': 0.99, '6': 0.95, '7': 0.96, '8': 0.96, '9': 0.99}, 0.95)
Test | NLL Loss: 23.342439 | Acc: 0.2819 | MSE: 0.13624608135832766| CS: ({'0': 0.97, '1': 0.97, '2': 0.95, '3': 0.97, '4': 0.92, '5': 0.97, '6': 0.96, '7': 0.98, '8': 0.98, '9': 0.97}, 0.96)
Train Epoch: 76 | Loss: 0.959520 | Acc: 0.8921| MSE: 0.0192 || V Loss: 22.8502| V Acc: 0.2902| V MSE: 0.1340| CS: ({'0': 1.0, '1': 0.99, '2': 0.99, '3': 0.95, '4': 0.95, '5': 0.97, '6': 0.99, '7': 0.95, '8': 0.95, '9': 0.97}, 0.97)
Test | NLL Loss: 23.973219 | Acc: 0.2777 | MSE: 0.13717813508960006| CS: ({'0': 0.97, '1': 0.97, '2': 0.93, '3': 0.96, '4': 0.95, '5': 0.96, '6': 0.96, '7': 0.97, '8': 0.97, '9': 0.97}, 0.96)
Train Epoch: 77 | Loss: 0.992282 | Acc: 0.8878| MSE: 0.0196 || V Loss: 23.6534| V Acc: 0.2887| V MSE: 0.1356| CS: ({'0': 0.93, '1': 0.98, '2': 0.98, '3': 1.0, '4': 0.94, '5': 0.99, '6': 0.99, '7': 0.98, '8': 0.94, '9': 0.92}, 0.97)
Test | NLL Loss: 24.407032 | Acc: 0.2776 | MSE: 0.1376157889303308| CS: ({'0': 0.95, '1': 0.98, '2': 0.96, '3': 0.97, '4': 0.94, '5': 0.98, '6': 0.93, '7': 0.97, '8': 0.97, '9': 0.97}, 0.96)
Train Epoch: 78 | Loss: 0.726298 | Acc: 0.9060| MSE: 0.0161 || V Loss: 22.7620| V Acc: 0.3219| V MSE: 0.1285| CS: ({'0': 0.92, '1': 0.96, '2': 0.92, '3': 0.98, '4': 0.95, '5': 0.97, '6': 0.98, '7': 1.0, '8': 0.96, '9': 1.0}, 0.96)
Test | NLL Loss: 23.957553 | Acc: 0.2773 | MSE: 0.13713804337258537| CS: ({'0': 0.97, '1': 0.98, '2': 0.94, '3': 0.97, '4': 0.95, '5': 0.97, '6': 0.95, '7': 0.97, '8': 0.98, '9': 0.97}, 0.97)
Train Epoch: 79 | Loss: 0.764788 | Acc: 0.9113| MSE: 0.0154 || V Loss: 22.6609| V Acc: 0.3125| V MSE: 0.1309| CS: ({'0': 0.94, '1': 1.0, '2': 0.97, '3': 0.97, '4': 0.99, '5': 1.0, '6': 0.92, '7': 0.98, '8': 0.96, '9': 0.98}, 0.97)
Test | NLL Loss: 24.750949 | Acc: 0.2735 | MSE: 0.13788357919778305| CS: ({'0': 0.97, '1': 0.96, '2': 0.94, '3': 0.97, '4': 0.9, '5': 0.97, '6': 0.94, '7': 0.97, '8': 0.98, '9': 0.94}, 0.95)
Train Epoch: 80 | Loss: 0.709531 | Acc: 0.9086| MSE: 0.0159 || V Loss: 23.3263| V Acc: 0.3117| V MSE: 0.1311| CS: ({'0': 0.93, '1': 0.98, '2': 0.96, '3': 1.0, '4': 0.92, '5': 0.99, '6': 0.95, '7': 0.96, '8': 0.97, '9': 0.97}, 0.96)
Test | NLL Loss: 24.307185 | Acc: 0.2918 | MSE: 0.13490980696944763| CS: ({'0': 0.97, '1': 0.98, '2': 0.94, '3': 0.95, '4': 0.94, '5': 0.98, '6': 0.95, '7': 0.97, '8': 0.98, '9': 0.97}, 0.96)
Train Epoch: 81 | Loss: 0.954724 | Acc: 0.9023| MSE: 0.0169 || V Loss: 24.5420| V Acc: 0.3102| V MSE: 0.1326| CS: ({'0': 0.94, '1': 0.98, '2': 0.91, '3': 1.0, '4': 0.89, '5': 0.96, '6': 0.96, '7': 0.99, '8': 0.95, '9': 0.99}, 0.96)
Test | NLL Loss: 25.704833 | Acc: 0.2792 | MSE: 0.1374489066604608| CS: ({'0': 0.97, '1': 0.97, '2': 0.96, '3': 0.97, '4': 0.92, '5': 0.97, '6': 0.96, '7': 0.97, '8': 0.97, '9': 0.97}, 0.96)
Train Epoch: 82 | Loss: 0.784901 | Acc: 0.9140| MSE: 0.0152 || V Loss: 24.4487| V Acc: 0.3117| V MSE: 0.1302| CS: ({'0': 0.88, '1': 0.99, '2': 0.99, '3': 0.99, '4': 0.97, '5': 0.98, '6': 0.98, '7': 0.99, '8': 0.98, '9': 0.89}, 0.96)
Test | NLL Loss: 25.326239 | Acc: 0.2849 | MSE: 0.1363059055928986| CS: ({'0': 0.97, '1': 0.98, '2': 0.96, '3': 0.98, '4': 0.94, '5': 0.97, '6': 0.95, '7': 0.97, '8': 0.98, '9': 0.96}, 0.97)
Train Epoch: 83 | Loss: 1.102875 | Acc: 0.8879| MSE: 0.0199 || V Loss: 26.5526| V Acc: 0.3059| V MSE: 0.1331| CS: ({'0': 0.99, '1': 0.94, '2': 0.93, '3': 0.9, '4': 0.91, '5': 0.98, '6': 0.98, '7': 0.98, '8': 0.99, '9': 0.94}, 0.95)
Test | NLL Loss: 28.653851 | Acc: 0.2792 | MSE: 0.13773662573137221| CS: ({'0': 0.97, '1': 0.98, '2': 0.97, '3': 0.97, '4': 0.95, '5': 0.97, '6': 0.95, '7': 0.98, '8': 0.98, '9': 0.98}, 0.97)
Train Epoch: 84 | Loss: 1.255847 | Acc: 0.8805| MSE: 0.0215 || V Loss: 27.0245| V Acc: 0.2992| V MSE: 0.1312| CS: ({'0': 0.99, '1': 0.99, '2': 0.92, '3': 0.97, '4': 0.99, '5': 1.0, '6': 0.94, '7': 0.97, '8': 0.99, '9': 0.97}, 0.97)
