Config: 
 {
  "model_name": "dsc_cifar_10p_data_100p_params",
  "num_classes": 10,
  "in_features": 1024,
  "epochs": 100,
  "batch_size": 32,
  "lr": 0.01,
  "lr_decay": false,
  "train_p": 9.0,
  "test_p": 100,
  "dnn_config": {
    "layers": [
      150,
      100,
      10
    ]
  },
  "early_stopping": true,
  "patience": 5,
  "valid_p": 1.0,
  "optimizer": "adam"
} 

CIFAR-10 Dataset:
Training on 4500 samples (9.0% of 50000) 
Valid on 500 samples (1.0% of 50000)
Test on 10000 samples (100% of 10000)

Files already downloaded and verified
Files already downloaded and verified
Running test for every 1 epoch
Model: 

LinearClassifierDSC(
  (layers): ModuleList(
    (0): Linear(in_features=1024, out_features=150, bias=True)
    (1): Linear(in_features=1174, out_features=100, bias=True)
    (2): Linear(in_features=1274, out_features=10, bias=True)
  )
  (relu_activation): ReLU()
  (softmax_activation): LogSoftmax()
)


Summary: 

----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Linear-1                  [-1, 150]         153,750
              ReLU-2                  [-1, 150]               0
            Linear-3                  [-1, 100]         117,500
              ReLU-4                  [-1, 100]               0
            Linear-5                   [-1, 10]          12,750
            Linear-6                   [-1, 10]          12,750
        LogSoftmax-7                   [-1, 10]               0
================================================================
Total params: 296,750
Trainable params: 296,750
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.00
Forward/backward pass size (MB): 0.00
Params size (MB): 1.13
Estimated Total Size (MB): 1.14
----------------------------------------------------------------


Train Epoch: 1 | Loss: 2.607779 | Acc: 0.2157| MSE: 0.0963 || V Loss: 2.5074| V Acc: 0.2668| V MSE: 0.0914| CS: ({'0': 0.5, '1': 0.65, '2': 0.21, '3': 0.48, '4': 0.31, '5': 0.6, '6': 0.43, '7': 0.47, '8': 0.59, '9': 0.57}, 0.48)
Test | NLL Loss: 6.342952 | Acc: 0.3313 | MSE: 0.11444251520184283| CS: ({'0': 0.9, '1': 0.93, '2': 0.87, '3': 0.88, '4': 0.85, '5': 0.91, '6': 0.9, '7': 0.94, '8': 0.91, '9': 0.91}, 0.9)
Train Epoch: 42 | Loss: 0.115591 | Acc: 0.9683| MSE: 0.0051 || V Loss: 6.8361| V Acc: 0.3016| V MSE: 0.1200| CS: ({'0': 0.98, '1': 0.94, '2': 0.78, '3': 0.91, '4': 0.85, '5': 0.93, '6': 0.9, '7': 0.94, '8': 0.89, '9': 0.91}, 0.9)
Test | NLL Loss: 7.073538 | Acc: 0.3143 | MSE: 0.11907381083542547| CS: ({'0': 0.88, '1': 0.93, '2': 0.9, '3': 0.87, '4': 0.83, '5': 0.92, '6': 0.91, '7': 0.93, '8': 0.9, '9': 0.93}, 0.9)
Train Epoch: 43 | Loss: 0.337964 | Acc: 0.9120| MSE: 0.0135 || V Loss: 6.8119| V Acc: 0.3605| V MSE: 0.1118| CS: ({'0': 0.94, '1': 0.96, '2': 0.75, '3': 0.95, '4': 0.89, '5': 0.84, '6': 0.8, '7': 0.92, '8': 0.96, '9': 0.92}, 0.89)
Test | NLL Loss: 7.581052 | Acc: 0.3145 | MSE: 0.12026724725152357| CS: ({'0': 0.92, '1': 0.93, '2': 0.86, '3': 0.86, '4': 0.84, '5': 0.92, '6': 0.88, '7': 0.93, '8': 0.93, '9': 0.9}, 0.9)
Train Epoch: 44 | Loss: 0.433018 | Acc: 0.8909| MSE: 0.0172 || V Loss: 6.7848| V Acc: 0.2984| V MSE: 0.1212| CS: ({'0': 0.96, '1': 0.94, '2': 0.67, '3': 0.89, '4': 0.85, '5': 0.94, '6': 0.9, '7': 0.89, '8': 0.89, '9': 0.94}, 0.89)
Test | NLL Loss: 7.071704 | Acc: 0.3034 | MSE: 0.12060315430926058| CS: ({'0': 0.92, '1': 0.92, '2': 0.86, '3': 0.87, '4': 0.81, '5': 0.86, '6': 0.86, '7': 0.93, '8': 0.89, '9': 0.92}, 0.88)
Train Epoch: 45 | Loss: 0.259791 | Acc: 0.9254| MSE: 0.0114 || V Loss: 6.3215| V Acc: 0.3305| V MSE: 0.1146| CS: ({'0': 0.87, '1': 0.92, '2': 0.86, '3': 0.95, '4': 0.86, '5': 0.93, '6': 0.85, '7': 0.84, '8': 0.86, '9': 0.92}, 0.89)
Test | NLL Loss: 6.626314 | Acc: 0.3169 | MSE: 0.11712379877369244| CS: ({'0': 0.89, '1': 0.91, '2': 0.87, '3': 0.89, '4': 0.83, '5': 0.9, '6': 0.87, '7': 0.92, '8': 0.91, '9': 0.92}, 0.89)
Train Epoch: 46 | Loss: 0.127852 | Acc: 0.9597| MSE: 0.0062 || V Loss: 6.5931| V Acc: 0.3336| V MSE: 0.1127| CS: ({'0': 0.92, '1': 0.9, '2': 0.78, '3': 0.88, '4': 0.95, '5': 0.93, '6': 0.94, '7': 0.93, '8': 0.94, '9': 0.91}, 0.91)
Test | NLL Loss: 6.836944 | Acc: 0.3118 | MSE: 0.11811049618183996| CS: ({'0': 0.9, '1': 0.92, '2': 0.84, '3': 0.89, '4': 0.86, '5': 0.9, '6': 0.88, '7': 0.94, '8': 0.92, '9': 0.92}, 0.9)
Train Epoch: 47 | Loss: 0.116813 | Acc: 0.9628| MSE: 0.0055 || V Loss: 6.4718| V Acc: 0.3246| V MSE: 0.1132| CS: ({'0': 0.89, '1': 0.96, '2': 0.79, '3': 0.89, '4': 0.82, '5': 0.96, '6': 0.93, '7': 0.91, '8': 0.93, '9': 0.95}, 0.9)
Test | NLL Loss: 7.048001 | Acc: 0.3164 | MSE: 0.11870721284859477| CS: ({'0': 0.9, '1': 0.92, '2': 0.86, '3': 0.87, '4': 0.87, '5': 0.91, '6': 0.85, '7': 0.93, '8': 0.93, '9': 0.93}, 0.9)
Train Epoch: 48 | Loss: 0.079827 | Acc: 0.9765| MSE: 0.0038 || V Loss: 6.5266| V Acc: 0.3145| V MSE: 0.1167| CS: ({'0': 0.85, '1': 0.95, '2': 0.78, '3': 0.99, '4': 0.97, '5': 0.92, '6': 0.9, '7': 0.89, '8': 0.91, '9': 0.94}, 0.91)
Test | NLL Loss: 7.021932 | Acc: 0.3125 | MSE: 0.11886502023988639| CS: ({'0': 0.91, '1': 0.91, '2': 0.85, '3': 0.87, '4': 0.86, '5': 0.93, '6': 0.89, '7': 0.93, '8': 0.9, '9': 0.91}, 0.9)
Train Epoch: 49 | Loss: 0.118993 | Acc: 0.9640| MSE: 0.0056 || V Loss: 6.9385| V Acc: 0.3336| V MSE: 0.1162| CS: ({'0': 0.9, '1': 0.92, '2': 0.8, '3': 0.88, '4': 0.89, '5': 0.89, '6': 0.89, '7': 0.88, '8': 0.93, '9': 0.91}, 0.89)
Test | NLL Loss: 7.159961 | Acc: 0.3212 | MSE: 0.11800035153524563| CS: ({'0': 0.91, '1': 0.92, '2': 0.87, '3': 0.88, '4': 0.88, '5': 0.86, '6': 0.87, '7': 0.92, '8': 0.92, '9': 0.9}, 0.89)
Train Epoch: 50 | Loss: 0.187292 | Acc: 0.9502| MSE: 0.0079 || V Loss: 6.8857| V Acc: 0.3336| V MSE: 0.1147| CS: ({'0': 0.93, '1': 0.97, '2': 0.83, '3': 0.96, '4': 0.93, '5': 0.89, '6': 0.91, '7': 0.93, '8': 0.94, '9': 0.88}, 0.92)
Test | NLL Loss: 7.459407 | Acc: 0.3043 | MSE: 0.12129945605517195| CS: ({'0': 0.9, '1': 0.93, '2': 0.87, '3': 0.89, '4': 0.89, '5': 0.93, '6': 0.89, '7': 0.93, '8': 0.93, '9': 0.91}, 0.91)
Train Epoch: 51 | Loss: 0.215112 | Acc: 0.9391| MSE: 0.0097 || V Loss: 6.8837| V Acc: 0.3320| V MSE: 0.1156| CS: ({'0': 0.88, '1': 0.97, '2': 0.9, '3': 0.9, '4': 0.93, '5': 0.87, '6': 0.81, '7': 0.95, '8': 0.94, '9': 0.94}, 0.91)
Test | NLL Loss: 7.558448 | Acc: 0.2999 | MSE: 0.12220109418367807| CS: ({'0': 0.89, '1': 0.91, '2': 0.87, '3': 0.86, '4': 0.87, '5': 0.93, '6': 0.9, '7': 0.94, '8': 0.91, '9': 0.94}, 0.9)
Train Epoch: 52 | Loss: 0.259355 | Acc: 0.9259| MSE: 0.0115 || V Loss: 6.7712| V Acc: 0.3430| V MSE: 0.1128| CS: ({'0': 0.86, '1': 0.95, '2': 0.85, '3': 0.89, '4': 0.87, '5': 0.91, '6': 0.92, '7': 0.86, '8': 0.93, '9': 0.96}, 0.9)
Test | NLL Loss: 7.436395 | Acc: 0.3114 | MSE: 0.11953885027299674| CS: ({'0': 0.91, '1': 0.93, '2': 0.88, '3': 0.88, '4': 0.86, '5': 0.94, '6': 0.89, '7': 0.92, '8': 0.91, '9': 0.91}, 0.9)
Train Epoch: 53 | Loss: 0.138077 | Acc: 0.9584| MSE: 0.0064 || V Loss: 6.8679| V Acc: 0.3293| V MSE: 0.1173| CS: ({'0': 0.92, '1': 0.93, '2': 0.83, '3': 0.98, '4': 0.95, '5': 0.95, '6': 0.87, '7': 0.85, '8': 0.9, '9': 0.89}, 0.91)
Test | NLL Loss: 7.475819 | Acc: 0.3194 | MSE: 0.11886349479896954| CS: ({'0': 0.9, '1': 0.93, '2': 0.88, '3': 0.89, '4': 0.87, '5': 0.93, '6': 0.87, '7': 0.93, '8': 0.92, '9': 0.92}, 0.9)
Train Epoch: 54 | Loss: 0.131214 | Acc: 0.9617| MSE: 0.0061 || V Loss: 7.5668| V Acc: 0.3301| V MSE: 0.1179| CS: ({'0': 0.81, '1': 0.88, '2': 0.9, '3': 0.97, '4': 0.86, '5': 0.91, '6': 0.84, '7': 0.96, '8': 0.91, '9': 0.95}, 0.9)
Test | NLL Loss: 8.025386 | Acc: 0.3154 | MSE: 0.11993884395200985| CS: ({'0': 0.89, '1': 0.94, '2': 0.9, '3': 0.9, '4': 0.85, '5': 0.92, '6': 0.9, '7': 0.93, '8': 0.93, '9': 0.92}, 0.91)
Train Epoch: 55 | Loss: 0.209918 | Acc: 0.9426| MSE: 0.0089 || V Loss: 7.3651| V Acc: 0.3699| V MSE: 0.1095| CS: ({'0': 0.93, '1': 0.94, '2': 0.81, '3': 0.87, '4': 0.89, '5': 0.9, '6': 0.88, '7': 0.88, '8': 0.93, '9': 0.91}, 0.89)
Test | NLL Loss: 7.770695 | Acc: 0.3178 | MSE: 0.11990166603090664| CS: ({'0': 0.92, '1': 0.93, '2': 0.89, '3': 0.89, '4': 0.87, '5': 0.91, '6': 0.87, '7': 0.94, '8': 0.92, '9': 0.92}, 0.91)
Train Epoch: 56 | Loss: 0.149135 | Acc: 0.9588| MSE: 0.0064 || V Loss: 7.3901| V Acc: 0.3328| V MSE: 0.1156| CS: ({'0': 0.9, '1': 0.93, '2': 0.88, '3': 0.94, '4': 0.92, '5': 0.96, '6': 0.92, '7': 0.91, '8': 0.94, '9': 0.85}, 0.91)
Test | NLL Loss: 7.891078 | Acc: 0.3123 | MSE: 0.12118481280514226| CS: ({'0': 0.88, '1': 0.93, '2': 0.9, '3': 0.92, '4': 0.85, '5': 0.89, '6': 0.89, '7': 0.95, '8': 0.92, '9': 0.92}, 0.91)
Train Epoch: 57 | Loss: 0.122054 | Acc: 0.9653| MSE: 0.0055 || V Loss: 7.6059| V Acc: 0.3336| V MSE: 0.1180| CS: ({'0': 0.95, '1': 0.9, '2': 0.92, '3': 0.89, '4': 0.86, '5': 0.96, '6': 0.89, '7': 0.96, '8': 0.91, '9': 0.95}, 0.92)
Test | NLL Loss: 7.924066 | Acc: 0.3238 | MSE: 0.11934910947903277| CS: ({'0': 0.92, '1': 0.93, '2': 0.88, '3': 0.91, '4': 0.88, '5': 0.91, '6': 0.9, '7': 0.94, '8': 0.93, '9': 0.94}, 0.91)
Train Epoch: 58 | Loss: 0.078763 | Acc: 0.9767| MSE: 0.0035 || V Loss: 7.8230| V Acc: 0.3492| V MSE: 0.1163| CS: ({'0': 0.93, '1': 0.88, '2': 0.77, '3': 0.93, '4': 0.88, '5': 0.88, '6': 0.88, '7': 0.9, '8': 0.94, '9': 0.96}, 0.89)
Test | NLL Loss: 7.982596 | Acc: 0.3211 | MSE: 0.12014078002530165| CS: ({'0': 0.92, '1': 0.92, '2': 0.86, '3': 0.91, '4': 0.9, '5': 0.93, '6': 0.91, '7': 0.94, '8': 0.92, '9': 0.91}, 0.91)
Train Epoch: 59 | Loss: 0.065665 | Acc: 0.9783| MSE: 0.0032 || V Loss: 7.7681| V Acc: 0.3184| V MSE: 0.1175| CS: ({'0': 0.94, '1': 0.94, '2': 0.88, '3': 0.95, '4': 0.93, '5': 0.96, '6': 0.93, '7': 0.85, '8': 0.96, '9': 0.97}, 0.93)
Test | NLL Loss: 7.869168 | Acc: 0.3165 | MSE: 0.1199439505275827| CS: ({'0': 0.92, '1': 0.92, '2': 0.87, '3': 0.9, '4': 0.86, '5': 0.91, '6': 0.92, '7': 0.94, '8': 0.92, '9': 0.93}, 0.91)
Train Epoch: 60 | Loss: 0.027938 | Acc: 0.9931| MSE: 0.0012 || V Loss: 7.7674| V Acc: 0.3219| V MSE: 0.1206| CS: ({'0': 0.94, '1': 0.9, '2': 0.75, '3': 0.91, '4': 0.91, '5': 0.94, '6': 0.89, '7': 0.78, '8': 0.94, '9': 0.96}, 0.89)
Test | NLL Loss: 7.856378 | Acc: 0.3226 | MSE: 0.11913512468623658| CS: ({'0': 0.94, '1': 0.92, '2': 0.88, '3': 0.88, '4': 0.88, '5': 0.94, '6': 0.91, '7': 0.93, '8': 0.91, '9': 0.94}, 0.91)
Train Epoch: 61 | Loss: 0.021259 | Acc: 0.9951| MSE: 0.0008 || V Loss: 7.7753| V Acc: 0.3391| V MSE: 0.1175| CS: ({'0': 0.98, '1': 0.91, '2': 0.79, '3': 0.96, '4': 0.94, '5': 0.86, '6': 0.83, '7': 0.9, '8': 0.95, '9': 0.93}, 0.9)
Test | NLL Loss: 8.078923 | Acc: 0.3300 | MSE: 0.11891614471951993| CS: ({'0': 0.92, '1': 0.93, '2': 0.88, '3': 0.89, '4': 0.88, '5': 0.92, '6': 0.91, '7': 0.93, '8': 0.94, '9': 0.93}, 0.91)
Train Epoch: 62 | Loss: 0.059790 | Acc: 0.9883| MSE: 0.0020 || V Loss: 8.2956| V Acc: 0.3449| V MSE: 0.1162| CS: ({'0': 0.88, '1': 0.86, '2': 0.84, '3': 0.96, '4': 0.88, '5': 0.9, '6': 0.87, '7': 0.95, '8': 0.97, '9': 0.97}, 0.91)
Test | NLL Loss: 8.536452 | Acc: 0.3163 | MSE: 0.12061100864943605| CS: ({'0': 0.91, '1': 0.93, '2': 0.89, '3': 0.9, '4': 0.88, '5': 0.94, '6': 0.89, '7': 0.95, '8': 0.92, '9': 0.92}, 0.91)
Train Epoch: 63 | Loss: 0.272941 | Acc: 0.9342| MSE: 0.0102 || V Loss: 8.9094| V Acc: 0.3289| V MSE: 0.1204| CS: ({'0': 0.97, '1': 0.95, '2': 0.91, '3': 0.92, '4': 0.9, '5': 0.92, '6': 0.9, '7': 0.91, '8': 0.93, '9': 0.87}, 0.92)
Test | NLL Loss: 9.478962 | Acc: 0.3007 | MSE: 0.1251014169698325| CS: ({'0': 0.96, '1': 0.92, '2': 0.9, '3': 0.92, '4': 0.9, '5': 0.93, '6': 0.91, '7': 0.95, '8': 0.93, '9': 0.93}, 0.93)
Train Epoch: 64 | Loss: 0.580901 | Acc: 0.8746| MSE: 0.0203 || V Loss: 8.1002| V Acc: 0.3039| V MSE: 0.1214| CS: ({'0': 0.92, '1': 0.95, '2': 0.77, '3': 1.0, '4': 0.88, '5': 0.95, '6': 0.9, '7': 0.91, '8': 0.95, '9': 0.98}, 0.92)
Test | NLL Loss: 8.681968 | Acc: 0.3076 | MSE: 0.12287475906621914| CS: ({'0': 0.91, '1': 0.95, '2': 0.9, '3': 0.91, '4': 0.88, '5': 0.93, '6': 0.9, '7': 0.94, '8': 0.92, '9': 0.93}, 0.92)
Train Epoch: 65 | Loss: 0.284075 | Acc: 0.9297| MSE: 0.0109 || V Loss: 7.8108| V Acc: 0.3047| V MSE: 0.1205| CS: ({'0': 0.9, '1': 0.93, '2': 0.85, '3': 1.0, '4': 0.96, '5': 0.95, '6': 0.97, '7': 0.94, '8': 0.92, '9': 0.95}, 0.94)
Test | NLL Loss: 8.257444 | Acc: 0.3136 | MSE: 0.12172217676624322| CS: ({'0': 0.91, '1': 0.94, '2': 0.91, '3': 0.87, '4': 0.87, '5': 0.93, '6': 0.94, '7': 0.94, '8': 0.92, '9': 0.92}, 0.92)
Train Epoch: 66 | Loss: 0.125351 | Acc: 0.9634| MSE: 0.0056 || V Loss: 7.3039| V Acc: 0.3434| V MSE: 0.1139| CS: ({'0': 0.93, '1': 0.92, '2': 0.82, '3': 0.97, '4': 0.85, '5': 0.94, '6': 0.93, '7': 0.96, '8': 0.94, '9': 0.94}, 0.92)
Test | NLL Loss: 7.876407 | Acc: 0.3235 | MSE: 0.11866262398017481| CS: ({'0': 0.92, '1': 0.94, '2': 0.86, '3': 0.87, '4': 0.87, '5': 0.94, '6': 0.89, '7': 0.94, '8': 0.91, '9': 0.91}, 0.91)
Train Epoch: 67 | Loss: 0.055859 | Acc: 0.9837| MSE: 0.0026 || V Loss: 7.5029| V Acc: 0.3418| V MSE: 0.1148| CS: ({'0': 0.96, '1': 0.9, '2': 0.83, '3': 0.99, '4': 0.89, '5': 0.91, '6': 0.88, '7': 0.94, '8': 0.94, '9': 0.96}, 0.92)
Test | NLL Loss: 7.906259 | Acc: 0.3193 | MSE: 0.11997303154807502| CS: ({'0': 0.93, '1': 0.93, '2': 0.9, '3': 0.91, '4': 0.87, '5': 0.91, '6': 0.91, '7': 0.94, '8': 0.92, '9': 0.94}, 0.92)
Train Epoch: 68 | Loss: 0.020445 | Acc: 0.9940| MSE: 0.0009 || V Loss: 7.7517| V Acc: 0.3535| V MSE: 0.1143| CS: ({'0': 0.91, '1': 0.93, '2': 0.75, '3': 0.95, '4': 0.97, '5': 0.93, '6': 0.86, '7': 0.91, '8': 0.94, '9': 0.93}, 0.91)
Test | NLL Loss: 8.138965 | Acc: 0.3246 | MSE: 0.11969502039325124| CS: ({'0': 0.92, '1': 0.93, '2': 0.87, '3': 0.9, '4': 0.9, '5': 0.95, '6': 0.89, '7': 0.94, '8': 0.93, '9': 0.92}, 0.92)
Train Epoch: 69 | Loss: 0.017153 | Acc: 0.9958| MSE: 0.0008 || V Loss: 7.5977| V Acc: 0.3391| V MSE: 0.1147| CS: ({'0': 0.91, '1': 0.96, '2': 0.83, '3': 0.89, '4': 0.89, '5': 0.87, '6': 0.92, '7': 0.94, '8': 0.96, '9': 0.92}, 0.91)
Test | NLL Loss: 8.064005 | Acc: 0.3289 | MSE: 0.11877842799733622| CS: ({'0': 0.91, '1': 0.94, '2': 0.88, '3': 0.9, '4': 0.89, '5': 0.93, '6': 0.89, '7': 0.94, '8': 0.94, '9': 0.93}, 0.92)
Train Epoch: 70 | Loss: 0.008694 | Acc: 0.9984| MSE: 0.0003 || V Loss: 7.7256| V Acc: 0.3391| V MSE: 0.1168| CS: ({'0': 0.88, '1': 0.93, '2': 0.89, '3': 0.97, '4': 0.84, '5': 0.94, '6': 0.9, '7': 0.94, '8': 0.96, '9': 0.92}, 0.92)
Test | NLL Loss: 8.088830 | Acc: 0.3216 | MSE: 0.12007989679662565| CS: ({'0': 0.91, '1': 0.94, '2': 0.88, '3': 0.9, '4': 0.88, '5': 0.91, '6': 0.9, '7': 0.94, '8': 0.94, '9': 0.94}, 0.91)
Train Epoch: 71 | Loss: 0.031653 | Acc: 0.9922| MSE: 0.0013 || V Loss: 8.0826| V Acc: 0.3578| V MSE: 0.1140| CS: ({'0': 0.94, '1': 0.92, '2': 0.8, '3': 0.89, '4': 0.91, '5': 0.93, '6': 0.91, '7': 0.89, '8': 0.96, '9': 0.97}, 0.91)
Test | NLL Loss: 8.604652 | Acc: 0.3218 | MSE: 0.12076689481449585| CS: ({'0': 0.93, '1': 0.95, '2': 0.89, '3': 0.9, '4': 0.88, '5': 0.93, '6': 0.9, '7': 0.94, '8': 0.96, '9': 0.93}, 0.92)
Train Epoch: 72 | Loss: 0.160836 | Acc: 0.9591| MSE: 0.0065 || V Loss: 8.4931| V Acc: 0.3148| V MSE: 0.1217| CS: ({'0': 0.92, '1': 0.94, '2': 0.87, '3': 0.87, '4': 0.93, '5': 0.9, '6': 0.92, '7': 0.97, '8': 0.96, '9': 0.92}, 0.92)
Test | NLL Loss: 8.842216 | Acc: 0.3074 | MSE: 0.12347257232513671| CS: ({'0': 0.91, '1': 0.93, '2': 0.9, '3': 0.91, '4': 0.89, '5': 0.93, '6': 0.91, '7': 0.94, '8': 0.93, '9': 0.92}, 0.92)
Train Epoch: 73 | Loss: 0.431718 | Acc: 0.9107| MSE: 0.0147 || V Loss: 8.6285| V Acc: 0.3098| V MSE: 0.1222| CS: ({'0': 0.94, '1': 0.91, '2': 0.86, '3': 0.98, '4': 0.9, '5': 0.98, '6': 0.96, '7': 0.94, '8': 0.94, '9': 0.97}, 0.94)
Test | NLL Loss: 9.025044 | Acc: 0.3104 | MSE: 0.12294599411491387| CS: ({'0': 0.93, '1': 0.94, '2': 0.9, '3': 0.92, '4': 0.9, '5': 0.93, '6': 0.91, '7': 0.95, '8': 0.92, '9': 0.93}, 0.92)
Train Epoch: 74 | Loss: 0.329000 | Acc: 0.9201| MSE: 0.0128 || V Loss: 8.0964| V Acc: 0.3039| V MSE: 0.1200| CS: ({'0': 0.95, '1': 0.94, '2': 0.79, '3': 0.9, '4': 0.93, '5': 0.93, '6': 0.89, '7': 0.93, '8': 0.94, '9': 0.97}, 0.92)
Test | NLL Loss: 8.552694 | Acc: 0.3204 | MSE: 0.12046225166644532| CS: ({'0': 0.93, '1': 0.94, '2': 0.88, '3': 0.93, '4': 0.88, '5': 0.92, '6': 0.89, '7': 0.93, '8': 0.93, '9': 0.94}, 0.92)
Train Epoch: 75 | Loss: 0.119409 | Acc: 0.9648| MSE: 0.0056 || V Loss: 8.1202| V Acc: 0.3320| V MSE: 0.1175| CS: ({'0': 0.89, '1': 0.93, '2': 0.75, '3': 0.91, '4': 0.9, '5': 0.88, '6': 0.84, '7': 0.85, '8': 0.91, '9': 0.95}, 0.88)
Test | NLL Loss: 8.363904 | Acc: 0.3180 | MSE: 0.12044704784029209| CS: ({'0': 0.91, '1': 0.95, '2': 0.9, '3': 0.91, '4': 0.87, '5': 0.92, '6': 0.89, '7': 0.95, '8': 0.94, '9': 0.93}, 0.92)
Train Epoch: 76 | Loss: 0.052893 | Acc: 0.9827| MSE: 0.0026 || V Loss: 8.1832| V Acc: 0.3125| V MSE: 0.1208| CS: ({'0': 0.94, '1': 0.91, '2': 0.8, '3': 0.94, '4': 0.93, '5': 0.91, '6': 0.9, '7': 0.94, '8': 0.91, '9': 0.87}, 0.9)
Test | NLL Loss: 8.418116 | Acc: 0.3209 | MSE: 0.12082980658870916| CS: ({'0': 0.93, '1': 0.94, '2': 0.89, '3': 0.9, '4': 0.9, '5': 0.91, '6': 0.89, '7': 0.94, '8': 0.92, '9': 0.91}, 0.91)
Train Epoch: 77 | Loss: 0.025880 | Acc: 0.9940| MSE: 0.0010 || V Loss: 8.0792| V Acc: 0.3363| V MSE: 0.1185| CS: ({'0': 0.91, '1': 0.95, '2': 0.82, '3': 0.91, '4': 0.79, '5': 0.94, '6': 0.9, '7': 0.91, '8': 0.92, '9': 0.87}, 0.89)
Test | NLL Loss: 8.562108 | Acc: 0.3158 | MSE: 0.12154647269949745| CS: ({'0': 0.92, '1': 0.93, '2': 0.9, '3': 0.9, '4': 0.88, '5': 0.92, '6': 0.91, '7': 0.95, '8': 0.92, '9': 0.93}, 0.92)
Train Epoch: 78 | Loss: 0.010875 | Acc: 0.9987| MSE: 0.0003 || V Loss: 8.0262| V Acc: 0.3242| V MSE: 0.1199| CS: ({'0': 0.9, '1': 0.92, '2': 0.85, '3': 0.93, '4': 0.92, '5': 0.92, '6': 0.88, '7': 0.98, '8': 0.92, '9': 0.99}, 0.92)
Test | NLL Loss: 8.347775 | Acc: 0.3226 | MSE: 0.12048643641768934| CS: ({'0': 0.92, '1': 0.93, '2': 0.91, '3': 0.9, '4': 0.87, '5': 0.91, '6': 0.91, '7': 0.94, '8': 0.94, '9': 0.92}, 0.92)
Train Epoch: 79 | Loss: 0.003149 | Acc: 0.9998| MSE: 0.0000 || V Loss: 8.0240| V Acc: 0.3258| V MSE: 0.1192| CS: ({'0': 0.89, '1': 0.91, '2': 0.89, '3': 0.96, '4': 0.9, '5': 0.91, '6': 0.87, '7': 0.97, '8': 0.94, '9': 0.96}, 0.92)
Test | NLL Loss: 8.374314 | Acc: 0.3201 | MSE: 0.12047245501043698| CS: ({'0': 0.93, '1': 0.93, '2': 0.9, '3': 0.92, '4': 0.87, '5': 0.92, '6': 0.9, '7': 0.95, '8': 0.94, '9': 0.93}, 0.92)
Train Epoch: 80 | Loss: 0.002139 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.0252| V Acc: 0.3312| V MSE: 0.1183| CS: ({'0': 0.91, '1': 0.92, '2': 0.86, '3': 0.93, '4': 0.91, '5': 0.91, '6': 0.88, '7': 0.94, '8': 0.93, '9': 0.97}, 0.92)
Test | NLL Loss: 8.385249 | Acc: 0.3215 | MSE: 0.12029637291599006| CS: ({'0': 0.93, '1': 0.94, '2': 0.9, '3': 0.91, '4': 0.88, '5': 0.93, '6': 0.9, '7': 0.95, '8': 0.94, '9': 0.93}, 0.92)
Train Epoch: 81 | Loss: 0.001791 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.0405| V Acc: 0.3379| V MSE: 0.1187| CS: ({'0': 0.87, '1': 0.92, '2': 0.92, '3': 0.92, '4': 0.9, '5': 0.9, '6': 0.83, '7': 0.94, '8': 0.91, '9': 0.97}, 0.91)
Test | NLL Loss: 8.415310 | Acc: 0.3205 | MSE: 0.1205448301169819| CS: ({'0': 0.93, '1': 0.94, '2': 0.9, '3': 0.9, '4': 0.88, '5': 0.93, '6': 0.9, '7': 0.96, '8': 0.94, '9': 0.93}, 0.92)
Train Epoch: 82 | Loss: 0.001568 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.0814| V Acc: 0.3316| V MSE: 0.1194| CS: ({'0': 0.91, '1': 0.92, '2': 0.92, '3': 0.91, '4': 0.91, '5': 0.89, '6': 0.86, '7': 0.94, '8': 0.93, '9': 0.97}, 0.92)
Test | NLL Loss: 8.443782 | Acc: 0.3198 | MSE: 0.12049386797907254| CS: ({'0': 0.93, '1': 0.93, '2': 0.91, '3': 0.91, '4': 0.89, '5': 0.94, '6': 0.91, '7': 0.95, '8': 0.94, '9': 0.93}, 0.92)
Train Epoch: 83 | Loss: 0.001410 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.0660| V Acc: 0.3293| V MSE: 0.1185| CS: ({'0': 0.94, '1': 0.94, '2': 0.92, '3': 0.9, '4': 0.91, '5': 0.91, '6': 0.85, '7': 0.94, '8': 0.93, '9': 0.97}, 0.92)
Test | NLL Loss: 8.460692 | Acc: 0.3210 | MSE: 0.12040989945966976| CS: ({'0': 0.93, '1': 0.93, '2': 0.91, '3': 0.91, '4': 0.89, '5': 0.94, '6': 0.91, '7': 0.95, '8': 0.94, '9': 0.93}, 0.92)
Train Epoch: 84 | Loss: 0.001228 | Acc: 1.0000| MSE: 0.0000 || V Loss: 8.1280| V Acc: 0.3320| V MSE: 0.1189| CS: ({'0': 0.92, '1': 0.93, '2': 0.9, '3': 0.89, '4': 0.92, '5': 0.89, '6': 0.85, '7': 0.94, '8': 0.93, '9': 0.97}, 0.91)
