Config: 
 {
  "model_name": "dsc_cifar_100p_data_100p_params",
  "num_classes": 10,
  "in_features": 1024,
  "epochs": 100,
  "batch_size": 32,
  "lr": 0.01,
  "lr_decay": false,
  "train_p": 90.0,
  "test_p": 100,
  "dnn_config": {
    "layers": [
      150,
      100,
      10
    ]
  },
  "early_stopping": true,
  "patience": 5,
  "valid_p": 10.0,
  "optimizer": "adam"
} 

CIFAR-10 Dataset:
Training on 45000 samples (90.0% of 50000) 
Valid on 5000 samples (10.0% of 50000)
Test on 10000 samples (100% of 10000)

Files already downloaded and verified
Files already downloaded and verified
Running test for every 1 epoch
Model: 

LinearClassifierDSC(
  (layers): ModuleList(
    (0): Linear(in_features=1024, out_features=150, bias=True)
    (1): Linear(in_features=1174, out_features=100, bias=True)
    (2): Linear(in_features=1274, out_features=10, bias=True)
  )
  (relu_activation): ReLU()
  (softmax_activation): LogSoftmax()
)


Summary: 

----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Linear-1                  [-1, 150]         153,750
              ReLU-2                  [-1, 150]               0
            Linear-3                  [-1, 100]         117,500
              ReLU-4                  [-1, 100]               0
            Linear-5                   [-1, 10]          12,750
            Linear-6                   [-1, 10]          12,750
        LogSoftmax-7                   [-1, 10]               0
================================================================
Total params: 296,750
Trainable params: 296,750
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.00
Forward/backward pass size (MB): 0.00
Params size (MB): 1.13
Estimated Total Size (MB): 1.14
----------------------------------------------------------------


Train Epoch: 1 | Loss: 2.101033 | Acc: 0.3038| MSE: 0.0848 || V Loss: 1.8425| V Acc: 0.3591| V MSE: 0.0785| CS: ({'0': 0.46, '1': 0.56, '2': 0.51, '3': 0.4, '4': 0.33, '5': 0.59, '6': 0.39, '7': 0.55, '8': 0.51, '9': 0.53}, 0.48)
Test | NLL Loss: 2.618060 | Acc: 0.4011 | MSE: 0.08599023225779731| CS: ({'0': 0.82, '1': 0.84, '2': 0.75, '3': 0.64, '4': 0.69, '5': 0.72, '6': 0.76, '7': 0.87, '8': 0.83, '9': 0.83}, 0.78)
Train Epoch: 42 | Loss: 0.676522 | Acc: 0.7639| MSE: 0.0324 || V Loss: 2.5398| V Acc: 0.4220| V MSE: 0.0832| CS: ({'0': 0.82, '1': 0.88, '2': 0.76, '3': 0.66, '4': 0.73, '5': 0.68, '6': 0.79, '7': 0.85, '8': 0.82, '9': 0.82}, 0.78)
Test | NLL Loss: 2.602691 | Acc: 0.4044 | MSE: 0.08561988258228516| CS: ({'0': 0.81, '1': 0.85, '2': 0.77, '3': 0.65, '4': 0.72, '5': 0.71, '6': 0.78, '7': 0.87, '8': 0.82, '9': 0.84}, 0.78)
Train Epoch: 43 | Loss: 0.661103 | Acc: 0.7701| MSE: 0.0318 || V Loss: 2.5118| V Acc: 0.4260| V MSE: 0.0833| CS: ({'0': 0.79, '1': 0.87, '2': 0.75, '3': 0.67, '4': 0.72, '5': 0.74, '6': 0.79, '7': 0.88, '8': 0.82, '9': 0.8}, 0.78)
Test | NLL Loss: 2.604098 | Acc: 0.4089 | MSE: 0.08539013399150425| CS: ({'0': 0.82, '1': 0.85, '2': 0.75, '3': 0.63, '4': 0.71, '5': 0.76, '6': 0.8, '7': 0.86, '8': 0.83, '9': 0.84}, 0.78)
Train Epoch: 44 | Loss: 0.648621 | Acc: 0.7739| MSE: 0.0311 || V Loss: 2.5963| V Acc: 0.4194| V MSE: 0.0840| CS: ({'0': 0.83, '1': 0.86, '2': 0.77, '3': 0.66, '4': 0.74, '5': 0.74, '6': 0.82, '7': 0.88, '8': 0.82, '9': 0.81}, 0.79)
Test | NLL Loss: 2.666672 | Acc: 0.4084 | MSE: 0.0857379087767662| CS: ({'0': 0.84, '1': 0.86, '2': 0.78, '3': 0.65, '4': 0.72, '5': 0.74, '6': 0.8, '7': 0.87, '8': 0.83, '9': 0.83}, 0.79)
Train Epoch: 45 | Loss: 0.642461 | Acc: 0.7774| MSE: 0.0310 || V Loss: 2.6373| V Acc: 0.4262| V MSE: 0.0838| CS: ({'0': 0.84, '1': 0.87, '2': 0.77, '3': 0.69, '4': 0.75, '5': 0.73, '6': 0.8, '7': 0.87, '8': 0.85, '9': 0.84}, 0.8)
Test | NLL Loss: 2.727354 | Acc: 0.4149 | MSE: 0.08616476904707976| CS: ({'0': 0.83, '1': 0.86, '2': 0.77, '3': 0.66, '4': 0.72, '5': 0.75, '6': 0.8, '7': 0.88, '8': 0.86, '9': 0.84}, 0.8)
Train Epoch: 46 | Loss: 0.634616 | Acc: 0.7777| MSE: 0.0307 || V Loss: 2.6503| V Acc: 0.4234| V MSE: 0.0842| CS: ({'0': 0.82, '1': 0.89, '2': 0.76, '3': 0.67, '4': 0.7, '5': 0.73, '6': 0.82, '7': 0.86, '8': 0.83, '9': 0.83}, 0.79)
Test | NLL Loss: 2.765149 | Acc: 0.4038 | MSE: 0.0876257787473476| CS: ({'0': 0.83, '1': 0.87, '2': 0.75, '3': 0.66, '4': 0.72, '5': 0.74, '6': 0.81, '7': 0.87, '8': 0.84, '9': 0.83}, 0.79)
Train Epoch: 47 | Loss: 0.624095 | Acc: 0.7822| MSE: 0.0301 || V Loss: 2.7001| V Acc: 0.4210| V MSE: 0.0852| CS: ({'0': 0.83, '1': 0.88, '2': 0.78, '3': 0.66, '4': 0.76, '5': 0.74, '6': 0.83, '7': 0.87, '8': 0.83, '9': 0.84}, 0.8)
Test | NLL Loss: 2.771295 | Acc: 0.4124 | MSE: 0.08701868562367016| CS: ({'0': 0.83, '1': 0.86, '2': 0.77, '3': 0.64, '4': 0.73, '5': 0.76, '6': 0.8, '7': 0.86, '8': 0.84, '9': 0.84}, 0.79)
Train Epoch: 48 | Loss: 0.613326 | Acc: 0.7869| MSE: 0.0296 || V Loss: 2.7552| V Acc: 0.4200| V MSE: 0.0859| CS: ({'0': 0.83, '1': 0.88, '2': 0.75, '3': 0.67, '4': 0.75, '5': 0.73, '6': 0.79, '7': 0.86, '8': 0.82, '9': 0.83}, 0.79)
Test | NLL Loss: 2.829616 | Acc: 0.4085 | MSE: 0.08737139281230613| CS: ({'0': 0.84, '1': 0.88, '2': 0.76, '3': 0.64, '4': 0.74, '5': 0.75, '6': 0.83, '7': 0.88, '8': 0.83, '9': 0.82}, 0.8)
Train Epoch: 49 | Loss: 0.610252 | Acc: 0.7889| MSE: 0.0294 || V Loss: 2.7310| V Acc: 0.4176| V MSE: 0.0857| CS: ({'0': 0.83, '1': 0.89, '2': 0.78, '3': 0.71, '4': 0.72, '5': 0.75, '6': 0.8, '7': 0.88, '8': 0.85, '9': 0.82}, 0.8)
Test | NLL Loss: 2.844076 | Acc: 0.4115 | MSE: 0.08738567236180123| CS: ({'0': 0.83, '1': 0.86, '2': 0.77, '3': 0.67, '4': 0.72, '5': 0.75, '6': 0.81, '7': 0.88, '8': 0.87, '9': 0.84}, 0.8)
Train Epoch: 50 | Loss: 0.595356 | Acc: 0.7928| MSE: 0.0288 || V Loss: 2.7563| V Acc: 0.4194| V MSE: 0.0859| CS: ({'0': 0.84, '1': 0.89, '2': 0.78, '3': 0.68, '4': 0.73, '5': 0.75, '6': 0.8, '7': 0.87, '8': 0.87, '9': 0.85}, 0.81)
Test | NLL Loss: 2.852315 | Acc: 0.4094 | MSE: 0.08743586403112442| CS: ({'0': 0.83, '1': 0.88, '2': 0.77, '3': 0.65, '4': 0.71, '5': 0.76, '6': 0.84, '7': 0.88, '8': 0.88, '9': 0.85}, 0.81)
Train Epoch: 51 | Loss: 0.588664 | Acc: 0.7959| MSE: 0.0284 || V Loss: 2.8266| V Acc: 0.4248| V MSE: 0.0858| CS: ({'0': 0.83, '1': 0.87, '2': 0.79, '3': 0.69, '4': 0.76, '5': 0.74, '6': 0.83, '7': 0.89, '8': 0.85, '9': 0.84}, 0.81)
Test | NLL Loss: 2.932555 | Acc: 0.4088 | MSE: 0.08845440297128675| CS: ({'0': 0.84, '1': 0.86, '2': 0.78, '3': 0.67, '4': 0.76, '5': 0.75, '6': 0.83, '7': 0.88, '8': 0.85, '9': 0.85}, 0.81)
Train Epoch: 52 | Loss: 0.578895 | Acc: 0.7986| MSE: 0.0281 || V Loss: 2.9479| V Acc: 0.4096| V MSE: 0.0880| CS: ({'0': 0.83, '1': 0.9, '2': 0.73, '3': 0.72, '4': 0.77, '5': 0.72, '6': 0.83, '7': 0.87, '8': 0.86, '9': 0.83}, 0.81)
Test | NLL Loss: 3.028937 | Acc: 0.4047 | MSE: 0.08925713549930447| CS: ({'0': 0.83, '1': 0.89, '2': 0.76, '3': 0.7, '4': 0.75, '5': 0.74, '6': 0.84, '7': 0.88, '8': 0.88, '9': 0.84}, 0.81)
Train Epoch: 53 | Loss: 0.575203 | Acc: 0.7976| MSE: 0.0279 || V Loss: 2.8973| V Acc: 0.4156| V MSE: 0.0873| CS: ({'0': 0.82, '1': 0.9, '2': 0.78, '3': 0.69, '4': 0.8, '5': 0.76, '6': 0.85, '7': 0.87, '8': 0.82, '9': 0.86}, 0.82)
Test | NLL Loss: 2.995497 | Acc: 0.4110 | MSE: 0.08888658827628952| CS: ({'0': 0.84, '1': 0.88, '2': 0.77, '3': 0.68, '4': 0.76, '5': 0.77, '6': 0.83, '7': 0.88, '8': 0.84, '9': 0.84}, 0.81)
Train Epoch: 54 | Loss: 0.569077 | Acc: 0.8012| MSE: 0.0277 || V Loss: 2.9486| V Acc: 0.4140| V MSE: 0.0878| CS: ({'0': 0.84, '1': 0.88, '2': 0.77, '3': 0.71, '4': 0.74, '5': 0.74, '6': 0.83, '7': 0.87, '8': 0.84, '9': 0.83}, 0.8)
Test | NLL Loss: 3.042466 | Acc: 0.3966 | MSE: 0.09040946831194738| CS: ({'0': 0.84, '1': 0.87, '2': 0.8, '3': 0.69, '4': 0.73, '5': 0.75, '6': 0.82, '7': 0.88, '8': 0.87, '9': 0.84}, 0.81)
Train Epoch: 55 | Loss: 0.559266 | Acc: 0.8055| MSE: 0.0271 || V Loss: 2.8859| V Acc: 0.4122| V MSE: 0.0874| CS: ({'0': 0.84, '1': 0.89, '2': 0.76, '3': 0.69, '4': 0.74, '5': 0.75, '6': 0.82, '7': 0.87, '8': 0.87, '9': 0.84}, 0.81)
Test | NLL Loss: 2.999785 | Acc: 0.4026 | MSE: 0.08929391893239828| CS: ({'0': 0.83, '1': 0.88, '2': 0.77, '3': 0.68, '4': 0.71, '5': 0.75, '6': 0.82, '7': 0.89, '8': 0.86, '9': 0.85}, 0.8)
Train Epoch: 56 | Loss: 0.550800 | Acc: 0.8122| MSE: 0.0267 || V Loss: 2.9500| V Acc: 0.4194| V MSE: 0.0875| CS: ({'0': 0.83, '1': 0.89, '2': 0.76, '3': 0.7, '4': 0.78, '5': 0.75, '6': 0.8, '7': 0.88, '8': 0.89, '9': 0.86}, 0.81)
Test | NLL Loss: 3.078316 | Acc: 0.4042 | MSE: 0.09019967718436696| CS: ({'0': 0.84, '1': 0.88, '2': 0.78, '3': 0.68, '4': 0.76, '5': 0.79, '6': 0.81, '7': 0.89, '8': 0.88, '9': 0.88}, 0.82)
Train Epoch: 57 | Loss: 0.540614 | Acc: 0.8113| MSE: 0.0263 || V Loss: 3.0623| V Acc: 0.4106| V MSE: 0.0890| CS: ({'0': 0.82, '1': 0.9, '2': 0.8, '3': 0.71, '4': 0.77, '5': 0.75, '6': 0.83, '7': 0.89, '8': 0.86, '9': 0.87}, 0.82)
Test | NLL Loss: 3.147950 | Acc: 0.4015 | MSE: 0.0903410939172434| CS: ({'0': 0.84, '1': 0.89, '2': 0.81, '3': 0.71, '4': 0.76, '5': 0.77, '6': 0.83, '7': 0.89, '8': 0.89, '9': 0.87}, 0.83)
Train Epoch: 58 | Loss: 0.534542 | Acc: 0.8149| MSE: 0.0259 || V Loss: 3.0245| V Acc: 0.4204| V MSE: 0.0879| CS: ({'0': 0.85, '1': 0.89, '2': 0.75, '3': 0.7, '4': 0.75, '5': 0.78, '6': 0.86, '7': 0.89, '8': 0.85, '9': 0.85}, 0.82)
Test | NLL Loss: 3.163389 | Acc: 0.4022 | MSE: 0.09048172436392726| CS: ({'0': 0.86, '1': 0.88, '2': 0.8, '3': 0.67, '4': 0.74, '5': 0.77, '6': 0.84, '7': 0.88, '8': 0.87, '9': 0.87}, 0.82)
Train Epoch: 59 | Loss: 0.526921 | Acc: 0.8177| MSE: 0.0256 || V Loss: 3.1196| V Acc: 0.4160| V MSE: 0.0887| CS: ({'0': 0.88, '1': 0.89, '2': 0.78, '3': 0.72, '4': 0.78, '5': 0.77, '6': 0.83, '7': 0.89, '8': 0.85, '9': 0.87}, 0.83)
Test | NLL Loss: 3.219445 | Acc: 0.4014 | MSE: 0.09122048345760415| CS: ({'0': 0.88, '1': 0.89, '2': 0.78, '3': 0.67, '4': 0.76, '5': 0.8, '6': 0.82, '7': 0.89, '8': 0.87, '9': 0.87}, 0.82)
Train Epoch: 60 | Loss: 0.524111 | Acc: 0.8168| MSE: 0.0255 || V Loss: 3.0958| V Acc: 0.4142| V MSE: 0.0888| CS: ({'0': 0.86, '1': 0.9, '2': 0.77, '3': 0.72, '4': 0.77, '5': 0.76, '6': 0.83, '7': 0.88, '8': 0.85, '9': 0.85}, 0.82)
Test | NLL Loss: 3.227854 | Acc: 0.3970 | MSE: 0.09146558025631661| CS: ({'0': 0.86, '1': 0.87, '2': 0.78, '3': 0.7, '4': 0.74, '5': 0.77, '6': 0.84, '7': 0.9, '8': 0.87, '9': 0.88}, 0.82)
Train Epoch: 61 | Loss: 0.514212 | Acc: 0.8219| MSE: 0.0250 || V Loss: 3.1471| V Acc: 0.4198| V MSE: 0.0886| CS: ({'0': 0.82, '1': 0.9, '2': 0.79, '3': 0.71, '4': 0.77, '5': 0.77, '6': 0.83, '7': 0.89, '8': 0.88, '9': 0.85}, 0.82)
Test | NLL Loss: 3.296462 | Acc: 0.3996 | MSE: 0.09171669567212129| CS: ({'0': 0.85, '1': 0.88, '2': 0.8, '3': 0.69, '4': 0.75, '5': 0.77, '6': 0.85, '7': 0.9, '8': 0.89, '9': 0.86}, 0.82)
Train Epoch: 62 | Loss: 0.506603 | Acc: 0.8246| MSE: 0.0246 || V Loss: 3.2119| V Acc: 0.4236| V MSE: 0.0882| CS: ({'0': 0.87, '1': 0.9, '2': 0.77, '3': 0.74, '4': 0.78, '5': 0.78, '6': 0.86, '7': 0.88, '8': 0.89, '9': 0.86}, 0.83)
Test | NLL Loss: 3.341523 | Acc: 0.3996 | MSE: 0.09205522625067364| CS: ({'0': 0.88, '1': 0.89, '2': 0.81, '3': 0.7, '4': 0.77, '5': 0.8, '6': 0.85, '7': 0.89, '8': 0.9, '9': 0.88}, 0.84)
Train Epoch: 63 | Loss: 0.504859 | Acc: 0.8258| MSE: 0.0247 || V Loss: 3.1397| V Acc: 0.4236| V MSE: 0.0888| CS: ({'0': 0.83, '1': 0.91, '2': 0.8, '3': 0.73, '4': 0.77, '5': 0.79, '6': 0.83, '7': 0.9, '8': 0.88, '9': 0.88}, 0.83)
Test | NLL Loss: 3.300157 | Acc: 0.3998 | MSE: 0.09224650741051942| CS: ({'0': 0.85, '1': 0.9, '2': 0.81, '3': 0.71, '4': 0.76, '5': 0.79, '6': 0.85, '7': 0.9, '8': 0.89, '9': 0.87}, 0.83)
Train Epoch: 64 | Loss: 0.499246 | Acc: 0.8266| MSE: 0.0244 || V Loss: 3.2157| V Acc: 0.4204| V MSE: 0.0894| CS: ({'0': 0.85, '1': 0.9, '2': 0.78, '3': 0.73, '4': 0.81, '5': 0.77, '6': 0.83, '7': 0.89, '8': 0.86, '9': 0.87}, 0.83)
Test | NLL Loss: 3.338064 | Acc: 0.3997 | MSE: 0.09239071479049353| CS: ({'0': 0.86, '1': 0.9, '2': 0.78, '3': 0.69, '4': 0.78, '5': 0.78, '6': 0.85, '7': 0.91, '8': 0.88, '9': 0.87}, 0.83)
Train Epoch: 65 | Loss: 0.495654 | Acc: 0.8293| MSE: 0.0242 || V Loss: 3.1249| V Acc: 0.4118| V MSE: 0.0883| CS: ({'0': 0.84, '1': 0.9, '2': 0.79, '3': 0.74, '4': 0.79, '5': 0.79, '6': 0.85, '7': 0.89, '8': 0.86, '9': 0.85}, 0.83)
Test | NLL Loss: 3.294262 | Acc: 0.3966 | MSE: 0.0923693688413777| CS: ({'0': 0.84, '1': 0.88, '2': 0.81, '3': 0.72, '4': 0.75, '5': 0.79, '6': 0.82, '7': 0.9, '8': 0.87, '9': 0.85}, 0.82)
Train Epoch: 66 | Loss: 0.489385 | Acc: 0.8301| MSE: 0.0238 || V Loss: 3.2581| V Acc: 0.4208| V MSE: 0.0898| CS: ({'0': 0.85, '1': 0.9, '2': 0.79, '3': 0.71, '4': 0.77, '5': 0.78, '6': 0.84, '7': 0.89, '8': 0.89, '9': 0.86}, 0.83)
Test | NLL Loss: 3.383211 | Acc: 0.3961 | MSE: 0.09277630128418676| CS: ({'0': 0.87, '1': 0.89, '2': 0.81, '3': 0.7, '4': 0.77, '5': 0.79, '6': 0.85, '7': 0.9, '8': 0.9, '9': 0.88}, 0.84)
Train Epoch: 67 | Loss: 0.476917 | Acc: 0.8352| MSE: 0.0233 || V Loss: 3.2445| V Acc: 0.4180| V MSE: 0.0900| CS: ({'0': 0.84, '1': 0.9, '2': 0.78, '3': 0.74, '4': 0.79, '5': 0.76, '6': 0.87, '7': 0.9, '8': 0.88, '9': 0.88}, 0.83)
Test | NLL Loss: 3.386309 | Acc: 0.4006 | MSE: 0.09295556665704655| CS: ({'0': 0.86, '1': 0.89, '2': 0.8, '3': 0.71, '4': 0.76, '5': 0.78, '6': 0.86, '7': 0.9, '8': 0.88, '9': 0.88}, 0.83)
Train Epoch: 68 | Loss: 0.474048 | Acc: 0.8361| MSE: 0.0232 || V Loss: 3.3101| V Acc: 0.4098| V MSE: 0.0907| CS: ({'0': 0.86, '1': 0.88, '2': 0.8, '3': 0.72, '4': 0.78, '5': 0.77, '6': 0.85, '7': 0.91, '8': 0.89, '9': 0.88}, 0.83)
Test | NLL Loss: 3.435373 | Acc: 0.3937 | MSE: 0.09336846932387961| CS: ({'0': 0.86, '1': 0.88, '2': 0.82, '3': 0.7, '4': 0.75, '5': 0.81, '6': 0.85, '7': 0.91, '8': 0.89, '9': 0.88}, 0.83)
Train Epoch: 69 | Loss: 0.465677 | Acc: 0.8401| MSE: 0.0228 || V Loss: 3.2854| V Acc: 0.4164| V MSE: 0.0907| CS: ({'0': 0.84, '1': 0.91, '2': 0.82, '3': 0.72, '4': 0.78, '5': 0.79, '6': 0.86, '7': 0.89, '8': 0.88, '9': 0.87}, 0.84)
Test | NLL Loss: 3.440574 | Acc: 0.3987 | MSE: 0.09335748076486511| CS: ({'0': 0.86, '1': 0.9, '2': 0.81, '3': 0.72, '4': 0.8, '5': 0.8, '6': 0.85, '7': 0.91, '8': 0.87, '9': 0.88}, 0.84)
Train Epoch: 70 | Loss: 0.463436 | Acc: 0.8395| MSE: 0.0227 || V Loss: 3.3788| V Acc: 0.4198| V MSE: 0.0903| CS: ({'0': 0.86, '1': 0.9, '2': 0.81, '3': 0.76, '4': 0.81, '5': 0.78, '6': 0.84, '7': 0.9, '8': 0.88, '9': 0.88}, 0.84)
Test | NLL Loss: 3.514395 | Acc: 0.3985 | MSE: 0.09322506270279138| CS: ({'0': 0.87, '1': 0.89, '2': 0.82, '3': 0.72, '4': 0.77, '5': 0.8, '6': 0.87, '7': 0.9, '8': 0.89, '9': 0.88}, 0.84)
Train Epoch: 71 | Loss: 0.458416 | Acc: 0.8404| MSE: 0.0225 || V Loss: 3.3754| V Acc: 0.4204| V MSE: 0.0906| CS: ({'0': 0.86, '1': 0.9, '2': 0.8, '3': 0.75, '4': 0.8, '5': 0.79, '6': 0.84, '7': 0.89, '8': 0.88, '9': 0.9}, 0.84)
Test | NLL Loss: 3.569291 | Acc: 0.4015 | MSE: 0.09397254591456618| CS: ({'0': 0.86, '1': 0.89, '2': 0.82, '3': 0.73, '4': 0.78, '5': 0.79, '6': 0.86, '7': 0.91, '8': 0.89, '9': 0.89}, 0.84)
Train Epoch: 72 | Loss: 0.455401 | Acc: 0.8434| MSE: 0.0223 || V Loss: 3.3853| V Acc: 0.4180| V MSE: 0.0907| CS: ({'0': 0.84, '1': 0.9, '2': 0.82, '3': 0.73, '4': 0.82, '5': 0.79, '6': 0.87, '7': 0.9, '8': 0.88, '9': 0.89}, 0.84)
Test | NLL Loss: 3.572997 | Acc: 0.4005 | MSE: 0.09359586190063351| CS: ({'0': 0.86, '1': 0.9, '2': 0.83, '3': 0.76, '4': 0.78, '5': 0.79, '6': 0.86, '7': 0.91, '8': 0.9, '9': 0.88}, 0.85)
Train Epoch: 73 | Loss: 0.442035 | Acc: 0.8482| MSE: 0.0216 || V Loss: 3.5093| V Acc: 0.4102| V MSE: 0.0924| CS: ({'0': 0.87, '1': 0.9, '2': 0.82, '3': 0.75, '4': 0.79, '5': 0.77, '6': 0.85, '7': 0.9, '8': 0.85, '9': 0.87}, 0.84)
Test | NLL Loss: 3.683848 | Acc: 0.3950 | MSE: 0.09514718467054276| CS: ({'0': 0.87, '1': 0.9, '2': 0.82, '3': 0.73, '4': 0.79, '5': 0.8, '6': 0.83, '7': 0.92, '8': 0.87, '9': 0.89}, 0.84)
Train Epoch: 74 | Loss: 0.438762 | Acc: 0.8481| MSE: 0.0216 || V Loss: 3.5712| V Acc: 0.4118| V MSE: 0.0925| CS: ({'0': 0.86, '1': 0.92, '2': 0.83, '3': 0.76, '4': 0.78, '5': 0.8, '6': 0.85, '7': 0.91, '8': 0.88, '9': 0.9}, 0.85)
Test | NLL Loss: 3.711405 | Acc: 0.4014 | MSE: 0.09487239207132175| CS: ({'0': 0.86, '1': 0.9, '2': 0.85, '3': 0.74, '4': 0.78, '5': 0.8, '6': 0.85, '7': 0.91, '8': 0.89, '9': 0.88}, 0.85)
Train Epoch: 75 | Loss: 0.435175 | Acc: 0.8526| MSE: 0.0213 || V Loss: 3.4608| V Acc: 0.4132| V MSE: 0.0922| CS: ({'0': 0.87, '1': 0.93, '2': 0.78, '3': 0.76, '4': 0.79, '5': 0.8, '6': 0.87, '7': 0.9, '8': 0.89, '9': 0.88}, 0.85)
Test | NLL Loss: 3.627809 | Acc: 0.3996 | MSE: 0.09478444622728391| CS: ({'0': 0.88, '1': 0.91, '2': 0.79, '3': 0.75, '4': 0.79, '5': 0.82, '6': 0.87, '7': 0.91, '8': 0.88, '9': 0.88}, 0.85)
Train Epoch: 76 | Loss: 0.432741 | Acc: 0.8492| MSE: 0.0213 || V Loss: 3.5446| V Acc: 0.4166| V MSE: 0.0922| CS: ({'0': 0.85, '1': 0.91, '2': 0.82, '3': 0.76, '4': 0.8, '5': 0.81, '6': 0.87, '7': 0.9, '8': 0.88, '9': 0.87}, 0.85)
Test | NLL Loss: 3.693142 | Acc: 0.4042 | MSE: 0.09411288497927851| CS: ({'0': 0.87, '1': 0.9, '2': 0.85, '3': 0.75, '4': 0.79, '5': 0.83, '6': 0.87, '7': 0.9, '8': 0.89, '9': 0.9}, 0.85)
Train Epoch: 77 | Loss: 0.423424 | Acc: 0.8536| MSE: 0.0208 || V Loss: 3.5939| V Acc: 0.4116| V MSE: 0.0926| CS: ({'0': 0.87, '1': 0.9, '2': 0.8, '3': 0.77, '4': 0.82, '5': 0.8, '6': 0.86, '7': 0.91, '8': 0.88, '9': 0.88}, 0.85)
Test | NLL Loss: 3.766809 | Acc: 0.3952 | MSE: 0.09585254716749389| CS: ({'0': 0.87, '1': 0.9, '2': 0.82, '3': 0.73, '4': 0.81, '5': 0.79, '6': 0.87, '7': 0.9, '8': 0.89, '9': 0.9}, 0.85)
Train Epoch: 78 | Loss: 0.419769 | Acc: 0.8543| MSE: 0.0207 || V Loss: 3.4818| V Acc: 0.4174| V MSE: 0.0919| CS: ({'0': 0.86, '1': 0.92, '2': 0.84, '3': 0.76, '4': 0.77, '5': 0.77, '6': 0.86, '7': 0.9, '8': 0.87, '9': 0.9}, 0.84)
Test | NLL Loss: 3.663655 | Acc: 0.3975 | MSE: 0.0947292289628198| CS: ({'0': 0.87, '1': 0.91, '2': 0.84, '3': 0.74, '4': 0.77, '5': 0.81, '6': 0.86, '7': 0.9, '8': 0.9, '9': 0.88}, 0.85)
Train Epoch: 79 | Loss: 0.408849 | Acc: 0.8582| MSE: 0.0201 || V Loss: 3.6749| V Acc: 0.4204| V MSE: 0.0920| CS: ({'0': 0.88, '1': 0.9, '2': 0.81, '3': 0.78, '4': 0.84, '5': 0.82, '6': 0.88, '7': 0.91, '8': 0.9, '9': 0.89}, 0.86)
Test | NLL Loss: 3.939420 | Acc: 0.3952 | MSE: 0.09650394446647967| CS: ({'0': 0.9, '1': 0.92, '2': 0.83, '3': 0.76, '4': 0.8, '5': 0.82, '6': 0.87, '7': 0.92, '8': 0.91, '9': 0.9}, 0.86)
Train Epoch: 80 | Loss: 0.411926 | Acc: 0.8588| MSE: 0.0201 || V Loss: 3.5606| V Acc: 0.4174| V MSE: 0.0919| CS: ({'0': 0.87, '1': 0.93, '2': 0.83, '3': 0.75, '4': 0.81, '5': 0.82, '6': 0.87, '7': 0.9, '8': 0.89, '9': 0.88}, 0.85)
Test | NLL Loss: 3.793443 | Acc: 0.3978 | MSE: 0.09537696326597811| CS: ({'0': 0.86, '1': 0.91, '2': 0.82, '3': 0.75, '4': 0.79, '5': 0.82, '6': 0.87, '7': 0.92, '8': 0.89, '9': 0.9}, 0.85)
Train Epoch: 81 | Loss: 0.404579 | Acc: 0.8608| MSE: 0.0198 || V Loss: 3.5758| V Acc: 0.4144| V MSE: 0.0920| CS: ({'0': 0.86, '1': 0.91, '2': 0.84, '3': 0.76, '4': 0.83, '5': 0.8, '6': 0.83, '7': 0.9, '8': 0.88, '9': 0.88}, 0.85)
Test | NLL Loss: 3.783457 | Acc: 0.3989 | MSE: 0.09518236111099727| CS: ({'0': 0.88, '1': 0.91, '2': 0.85, '3': 0.76, '4': 0.8, '5': 0.82, '6': 0.85, '7': 0.91, '8': 0.9, '9': 0.87}, 0.85)
Train Epoch: 82 | Loss: 0.401487 | Acc: 0.8620| MSE: 0.0197 || V Loss: 3.6623| V Acc: 0.4218| V MSE: 0.0920| CS: ({'0': 0.89, '1': 0.92, '2': 0.82, '3': 0.78, '4': 0.81, '5': 0.8, '6': 0.89, '7': 0.9, '8': 0.88, '9': 0.9}, 0.86)
Test | NLL Loss: 3.879878 | Acc: 0.4033 | MSE: 0.09539468025866027| CS: ({'0': 0.89, '1': 0.91, '2': 0.83, '3': 0.74, '4': 0.77, '5': 0.84, '6': 0.85, '7': 0.91, '8': 0.9, '9': 0.89}, 0.85)
Train Epoch: 83 | Loss: 0.395570 | Acc: 0.8639| MSE: 0.0195 || V Loss: 3.7494| V Acc: 0.4146| V MSE: 0.0931| CS: ({'0': 0.88, '1': 0.91, '2': 0.85, '3': 0.75, '4': 0.83, '5': 0.83, '6': 0.87, '7': 0.89, '8': 0.88, '9': 0.88}, 0.86)
Test | NLL Loss: 3.925267 | Acc: 0.3997 | MSE: 0.09574396670245515| CS: ({'0': 0.89, '1': 0.9, '2': 0.85, '3': 0.77, '4': 0.81, '5': 0.83, '6': 0.87, '7': 0.91, '8': 0.9, '9': 0.89}, 0.86)
Train Epoch: 84 | Loss: 0.397490 | Acc: 0.8616| MSE: 0.0196 || V Loss: 3.7668| V Acc: 0.4098| V MSE: 0.0944| CS: ({'0': 0.87, '1': 0.91, '2': 0.84, '3': 0.79, '4': 0.83, '5': 0.8, '6': 0.87, '7': 0.92, '8': 0.9, '9': 0.89}, 0.86)
