Config: 
 {
  "model_name": "simpleffn_cifar_10p_data_10p_params",
  "num_classes": 10,
  "in_features": 1024,
  "epochs": 100,
  "batch_size": 32,
  "lr": 0.01,
  "lr_decay": false,
  "train_p": 9.0,
  "test_p": 100,
  "dnn_config": {
    "layers": [
      30,
      15,
      10
    ]
  },
  "early_stopping": true,
  "patience": 5,
  "valid_p": 1.0,
  "optimizer": "adam"
} 

CIFAR-10 Dataset:
Training on 4500 samples (9.0% of 50000) 
Valid on 500 samples (1.0% of 50000)
Test on 10000 samples (100% of 10000)

Files already downloaded and verified
Files already downloaded and verified
Running test for every 1 epoch
Model: 

LinearClassifier(
  (layers): ModuleList(
    (0): Linear(in_features=1024, out_features=30, bias=True)
    (1): Linear(in_features=30, out_features=15, bias=True)
    (2): Linear(in_features=15, out_features=10, bias=True)
  )
  (relu_activation): ReLU()
  (softmax_activation): LogSoftmax()
)


Summary: 

----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Linear-1                   [-1, 30]          30,750
              ReLU-2                   [-1, 30]               0
            Linear-3                   [-1, 15]             465
              ReLU-4                   [-1, 15]               0
            Linear-5                   [-1, 10]             160
        LogSoftmax-6                   [-1, 10]               0
================================================================
Total params: 31,375
Trainable params: 31,375
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.00
Forward/backward pass size (MB): 0.00
Params size (MB): 0.12
Estimated Total Size (MB): 0.12
----------------------------------------------------------------


Train Epoch: 1 | Loss: 2.131667 | Acc: 0.2332| MSE: 0.0861 || V Loss: 2.0611| V Acc: 0.2273| V MSE: 0.0844| CS: ({'0': 0.3, '1': 0.41, '2': 0.24, '3': 0.42, '4': 0.24, '5': 0.17, '6': 0.23, '7': 0.3, '8': 0.24, '9': 0.41}, 0.3)
Train Epoch: 42 | Loss: 1.117180 | Acc: 0.5806| MSE: 0.0524 || V Loss: 3.8035| V Acc: 0.2652| V MSE: 0.0982| CS: ({'0': 0.75, '1': 0.87, '2': 0.34, '3': 0.35, '4': 0.37, '5': 0.69, '6': 0.48, '7': 0.84, '8': 0.65, '9': 0.84}, 0.62)
Test | NLL Loss: 3.533945 | Acc: 0.2794 | MSE: 0.09654539496230241| CS: ({'0': 0.74, '1': 0.86, '2': 0.46, '3': 0.47, '4': 0.35, '5': 0.62, '6': 0.51, '7': 0.8, '8': 0.67, '9': 0.83}, 0.63)
Train Epoch: 43 | Loss: 1.196029 | Acc: 0.5614| MSE: 0.0558 || V Loss: 3.5242| V Acc: 0.2324| V MSE: 0.0997| CS: ({'0': 0.64, '1': 0.86, '2': 0.53, '3': 0.69, '4': 0.38, '5': 0.64, '6': 0.57, '7': 0.79, '8': 0.48, '9': 0.74}, 0.63)
Test | NLL Loss: 3.296382 | Acc: 0.2519 | MSE: 0.09746244862770882| CS: ({'0': 0.56, '1': 0.84, '2': 0.54, '3': 0.62, '4': 0.34, '5': 0.64, '6': 0.57, '7': 0.76, '8': 0.6, '9': 0.79}, 0.63)
Train Epoch: 44 | Loss: 1.106479 | Acc: 0.5878| MSE: 0.0521 || V Loss: 3.5724| V Acc: 0.2766| V MSE: 0.0977| CS: ({'0': 0.59, '1': 0.85, '2': 0.61, '3': 0.48, '4': 0.34, '5': 0.6, '6': 0.56, '7': 0.92, '8': 0.66, '9': 0.82}, 0.64)
Test | NLL Loss: 3.521798 | Acc: 0.2685 | MSE: 0.09721740937461487| CS: ({'0': 0.7, '1': 0.86, '2': 0.55, '3': 0.49, '4': 0.37, '5': 0.6, '6': 0.6, '7': 0.83, '8': 0.67, '9': 0.82}, 0.65)
Train Epoch: 45 | Loss: 1.101598 | Acc: 0.5890| MSE: 0.0520 || V Loss: 3.8562| V Acc: 0.2414| V MSE: 0.1016| CS: ({'0': 0.77, '1': 0.92, '2': 0.57, '3': 0.51, '4': 0.41, '5': 0.68, '6': 0.43, '7': 0.81, '8': 0.61, '9': 0.86}, 0.66)
Test | NLL Loss: 3.669582 | Acc: 0.2702 | MSE: 0.09836223990486834| CS: ({'0': 0.66, '1': 0.84, '2': 0.59, '3': 0.65, '4': 0.37, '5': 0.72, '6': 0.52, '7': 0.81, '8': 0.59, '9': 0.8}, 0.66)
Train Epoch: 46 | Loss: 1.139313 | Acc: 0.5716| MSE: 0.0539 || V Loss: 3.7346| V Acc: 0.2687| V MSE: 0.0991| CS: ({'0': 0.92, '1': 0.82, '2': 0.47, '3': 0.6, '4': 0.41, '5': 0.68, '6': 0.5, '7': 0.89, '8': 0.58, '9': 0.9}, 0.68)
Test | NLL Loss: 3.624611 | Acc: 0.2704 | MSE: 0.09796279097517459| CS: ({'0': 0.79, '1': 0.83, '2': 0.43, '3': 0.6, '4': 0.37, '5': 0.7, '6': 0.55, '7': 0.75, '8': 0.63, '9': 0.85}, 0.65)
Train Epoch: 47 | Loss: 1.157794 | Acc: 0.5727| MSE: 0.0534 || V Loss: 3.8236| V Acc: 0.2715| V MSE: 0.0990| CS: ({'0': 0.75, '1': 0.9, '2': 0.5, '3': 0.49, '4': 0.39, '5': 0.74, '6': 0.54, '7': 0.78, '8': 0.64, '9': 0.9}, 0.66)
Test | NLL Loss: 3.614101 | Acc: 0.2701 | MSE: 0.09851024533136965| CS: ({'0': 0.63, '1': 0.83, '2': 0.5, '3': 0.53, '4': 0.37, '5': 0.68, '6': 0.57, '7': 0.8, '8': 0.67, '9': 0.9}, 0.65)
Train Epoch: 48 | Loss: 1.126430 | Acc: 0.5839| MSE: 0.0530 || V Loss: 3.4530| V Acc: 0.2770| V MSE: 0.0972| CS: ({'0': 0.52, '1': 0.88, '2': 0.56, '3': 0.43, '4': 0.36, '5': 0.74, '6': 0.55, '7': 0.87, '8': 0.63, '9': 0.88}, 0.64)
Test | NLL Loss: 3.456153 | Acc: 0.2660 | MSE: 0.097176692023064| CS: ({'0': 0.62, '1': 0.84, '2': 0.52, '3': 0.51, '4': 0.36, '5': 0.72, '6': 0.56, '7': 0.77, '8': 0.67, '9': 0.83}, 0.64)
Train Epoch: 49 | Loss: 1.083820 | Acc: 0.5865| MSE: 0.0515 || V Loss: 3.6483| V Acc: 0.2516| V MSE: 0.1007| CS: ({'0': 0.59, '1': 0.83, '2': 0.47, '3': 0.49, '4': 0.41, '5': 0.69, '6': 0.55, '7': 0.8, '8': 0.63, '9': 0.85}, 0.63)
Test | NLL Loss: 3.585563 | Acc: 0.2626 | MSE: 0.09808684145204556| CS: ({'0': 0.67, '1': 0.83, '2': 0.45, '3': 0.47, '4': 0.38, '5': 0.62, '6': 0.49, '7': 0.79, '8': 0.67, '9': 0.86}, 0.62)
Train Epoch: 50 | Loss: 1.064172 | Acc: 0.6006| MSE: 0.0506 || V Loss: 3.9040| V Acc: 0.2441| V MSE: 0.1026| CS: ({'0': 0.64, '1': 0.83, '2': 0.44, '3': 0.53, '4': 0.46, '5': 0.8, '6': 0.51, '7': 0.8, '8': 0.61, '9': 0.87}, 0.65)
Test | NLL Loss: 3.767489 | Acc: 0.2619 | MSE: 0.09864553894859533| CS: ({'0': 0.7, '1': 0.82, '2': 0.5, '3': 0.66, '4': 0.46, '5': 0.67, '6': 0.57, '7': 0.81, '8': 0.64, '9': 0.83}, 0.67)
Train Epoch: 51 | Loss: 1.103849 | Acc: 0.5842| MSE: 0.0515 || V Loss: 3.8592| V Acc: 0.2699| V MSE: 0.0984| CS: ({'0': 0.71, '1': 0.86, '2': 0.38, '3': 0.61, '4': 0.34, '5': 0.75, '6': 0.49, '7': 0.86, '8': 0.57, '9': 0.81}, 0.64)
Test | NLL Loss: 3.737291 | Acc: 0.2607 | MSE: 0.09925902049286298| CS: ({'0': 0.76, '1': 0.88, '2': 0.45, '3': 0.53, '4': 0.36, '5': 0.6, '6': 0.55, '7': 0.83, '8': 0.58, '9': 0.84}, 0.64)
Train Epoch: 52 | Loss: 1.048262 | Acc: 0.6026| MSE: 0.0498 || V Loss: 4.1318| V Acc: 0.2391| V MSE: 0.1021| CS: ({'0': 0.87, '1': 0.95, '2': 0.32, '3': 0.62, '4': 0.36, '5': 0.71, '6': 0.5, '7': 0.89, '8': 0.65, '9': 0.81}, 0.67)
Test | NLL Loss: 3.795264 | Acc: 0.2591 | MSE: 0.09953221404990449| CS: ({'0': 0.76, '1': 0.86, '2': 0.41, '3': 0.52, '4': 0.35, '5': 0.66, '6': 0.51, '7': 0.82, '8': 0.69, '9': 0.82}, 0.64)
Train Epoch: 53 | Loss: 1.031425 | Acc: 0.6147| MSE: 0.0493 || V Loss: 3.9556| V Acc: 0.2629| V MSE: 0.1013| CS: ({'0': 0.64, '1': 0.82, '2': 0.51, '4': 0.38, '5': 0.8, '6': 0.6, '7': 0.96, '8': 0.66, '9': 0.79}, 0.68)
Test | NLL Loss: 3.860840 | Acc: 0.2697 | MSE: 0.09910101605394778| CS: ({'0': 0.67, '1': 0.8, '2': 0.51, '3': 0.7, '4': 0.37, '5': 0.74, '6': 0.56, '7': 0.79, '8': 0.65, '9': 0.81}, 0.66)
Train Epoch: 54 | Loss: 1.012558 | Acc: 0.6181| MSE: 0.0484 || V Loss: 4.0213| V Acc: 0.2527| V MSE: 0.1014| CS: ({'0': 0.61, '1': 0.87, '2': 0.48, '3': 0.54, '4': 0.38, '5': 0.81, '6': 0.56, '7': 0.82, '8': 0.6, '9': 0.84}, 0.65)
Test | NLL Loss: 3.939817 | Acc: 0.2586 | MSE: 0.0991872505734142| CS: ({'0': 0.67, '1': 0.82, '2': 0.55, '3': 0.56, '4': 0.37, '5': 0.72, '6': 0.56, '7': 0.81, '8': 0.66, '9': 0.84}, 0.66)
Train Epoch: 55 | Loss: 1.022992 | Acc: 0.6203| MSE: 0.0482 || V Loss: 4.0729| V Acc: 0.2242| V MSE: 0.1015| CS: ({'0': 0.79, '1': 0.87, '2': 0.51, '3': 0.63, '4': 0.36, '5': 0.72, '6': 0.54, '7': 0.93, '8': 0.74, '9': 0.91}, 0.7)
Test | NLL Loss: 4.028894 | Acc: 0.2577 | MSE: 0.10020756057371347| CS: ({'0': 0.79, '1': 0.83, '2': 0.51, '3': 0.57, '4': 0.37, '5': 0.67, '6': 0.49, '7': 0.87, '8': 0.7, '9': 0.83}, 0.66)
Train Epoch: 56 | Loss: 1.065717 | Acc: 0.5885| MSE: 0.0509 || V Loss: 4.0399| V Acc: 0.2402| V MSE: 0.1012| CS: ({'0': 0.72, '1': 0.95, '2': 0.56, '3': 0.53, '4': 0.43, '5': 0.74, '6': 0.56, '7': 0.83, '8': 0.63, '9': 0.87}, 0.68)
Test | NLL Loss: 3.878116 | Acc: 0.2610 | MSE: 0.09890604385743126| CS: ({'0': 0.64, '1': 0.89, '2': 0.49, '3': 0.54, '4': 0.38, '5': 0.67, '6': 0.57, '7': 0.82, '8': 0.64, '9': 0.85}, 0.65)
Train Epoch: 57 | Loss: 1.046347 | Acc: 0.6062| MSE: 0.0497 || V Loss: 4.0510| V Acc: 0.2488| V MSE: 0.1028| CS: ({'0': 0.75, '1': 0.88, '2': 0.7, '3': 0.58, '4': 0.39, '5': 0.73, '6': 0.49, '7': 0.81, '8': 0.66, '9': 0.81}, 0.68)
Test | NLL Loss: 3.996467 | Acc: 0.2537 | MSE: 0.10046276335899061| CS: ({'0': 0.69, '1': 0.89, '2': 0.57, '3': 0.58, '4': 0.38, '5': 0.65, '6': 0.64, '7': 0.79, '8': 0.66, '9': 0.85}, 0.67)
Train Epoch: 58 | Loss: 1.048917 | Acc: 0.6125| MSE: 0.0499 || V Loss: 4.1334| V Acc: 0.2605| V MSE: 0.1024| CS: ({'0': 0.6, '1': 0.91, '2': 0.57, '3': 0.62, '4': 0.44, '5': 0.85, '6': 0.55, '7': 0.81, '8': 0.75, '9': 0.78}, 0.69)
Test | NLL Loss: 4.141261 | Acc: 0.2679 | MSE: 0.10119619246679373| CS: ({'0': 0.63, '1': 0.88, '2': 0.62, '3': 0.59, '4': 0.41, '5': 0.8, '6': 0.67, '7': 0.83, '8': 0.66, '9': 0.83}, 0.69)
Train Epoch: 59 | Loss: 1.044784 | Acc: 0.6059| MSE: 0.0493 || V Loss: 4.4948| V Acc: 0.2430| V MSE: 0.1029| CS: ({'0': 0.72, '1': 0.84, '2': 0.55, '3': 0.63, '4': 0.43, '5': 0.79, '6': 0.57, '7': 0.87, '8': 0.69, '9': 0.81}, 0.69)
Test | NLL Loss: 4.254432 | Acc: 0.2629 | MSE: 0.10146593390562283| CS: ({'0': 0.73, '1': 0.87, '2': 0.58, '3': 0.61, '4': 0.37, '5': 0.74, '6': 0.67, '7': 0.82, '8': 0.69, '9': 0.85}, 0.69)
Train Epoch: 60 | Loss: 1.006533 | Acc: 0.6264| MSE: 0.0475 || V Loss: 4.0722| V Acc: 0.2594| V MSE: 0.1003| CS: ({'0': 0.85, '1': 0.91, '2': 0.51, '3': 0.62, '4': 0.42, '5': 0.78, '6': 0.67, '7': 0.87, '8': 0.73, '9': 0.85}, 0.72)
Test | NLL Loss: 4.087005 | Acc: 0.2624 | MSE: 0.1009368479204254| CS: ({'0': 0.79, '1': 0.84, '2': 0.55, '3': 0.61, '4': 0.4, '5': 0.71, '6': 0.6, '7': 0.88, '8': 0.73, '9': 0.82}, 0.69)
Train Epoch: 61 | Loss: 1.047782 | Acc: 0.6126| MSE: 0.0493 || V Loss: 3.9879| V Acc: 0.2215| V MSE: 0.1026| CS: ({'0': 0.59, '1': 0.9, '2': 0.56, '3': 0.64, '4': 0.36, '5': 0.81, '6': 0.65, '7': 0.86, '8': 0.63, '9': 0.86}, 0.69)
Test | NLL Loss: 3.830348 | Acc: 0.2454 | MSE: 0.10029100957579506| CS: ({'0': 0.63, '1': 0.86, '2': 0.51, '3': 0.55, '4': 0.38, '5': 0.74, '6': 0.62, '7': 0.86, '8': 0.68, '9': 0.85}, 0.67)
Train Epoch: 62 | Loss: 1.048985 | Acc: 0.6137| MSE: 0.0489 || V Loss: 4.3402| V Acc: 0.2609| V MSE: 0.1035| CS: ({'0': 0.65, '1': 0.95, '2': 0.58, '3': 0.66, '4': 0.45, '5': 0.8, '6': 0.6, '7': 0.82, '8': 0.57, '9': 0.88}, 0.7)
Test | NLL Loss: 4.141240 | Acc: 0.2669 | MSE: 0.10077254007609127| CS: ({'0': 0.73, '1': 0.89, '2': 0.47, '3': 0.59, '4': 0.4, '5': 0.71, '6': 0.6, '7': 0.81, '8': 0.65, '9': 0.86}, 0.67)
Train Epoch: 63 | Loss: 0.968559 | Acc: 0.6377| MSE: 0.0465 || V Loss: 4.5699| V Acc: 0.2617| V MSE: 0.1030| CS: ({'0': 0.69, '1': 0.87, '2': 0.37, '3': 0.54, '4': 0.56, '5': 0.82, '6': 0.57, '7': 0.84, '8': 0.6, '9': 0.9}, 0.68)
Test | NLL Loss: 4.354805 | Acc: 0.2582 | MSE: 0.10184967501190142| CS: ({'0': 0.66, '1': 0.9, '2': 0.42, '3': 0.5, '4': 0.52, '5': 0.73, '6': 0.62, '7': 0.83, '8': 0.63, '9': 0.88}, 0.67)
Train Epoch: 64 | Loss: 0.971039 | Acc: 0.6281| MSE: 0.0467 || V Loss: 4.3354| V Acc: 0.2504| V MSE: 0.1037| CS: ({'0': 0.77, '1': 0.88, '2': 0.77, '3': 0.63, '4': 0.45, '5': 0.81, '6': 0.54, '7': 0.79, '8': 0.74, '9': 0.86}, 0.72)
Test | NLL Loss: 4.559280 | Acc: 0.2678 | MSE: 0.10349728371769476| CS: ({'0': 0.77, '1': 0.88, '2': 0.66, '3': 0.64, '4': 0.39, '5': 0.74, '6': 0.65, '7': 0.81, '8': 0.74, '9': 0.84}, 0.71)
Train Epoch: 65 | Loss: 0.960861 | Acc: 0.6318| MSE: 0.0464 || V Loss: 4.3924| V Acc: 0.2406| V MSE: 0.1039| CS: ({'0': 0.68, '1': 0.89, '2': 0.53, '3': 0.49, '4': 0.47, '5': 0.78, '6': 0.59, '7': 0.84, '8': 0.65, '9': 0.88}, 0.68)
Test | NLL Loss: 4.426831 | Acc: 0.2737 | MSE: 0.10134333833909263| CS: ({'0': 0.72, '1': 0.82, '2': 0.52, '3': 0.62, '4': 0.39, '5': 0.76, '6': 0.61, '7': 0.84, '8': 0.7, '9': 0.85}, 0.68)
Train Epoch: 66 | Loss: 1.022695 | Acc: 0.6203| MSE: 0.0478 || V Loss: 4.5194| V Acc: 0.2293| V MSE: 0.1053| CS: ({'0': 0.86, '1': 0.82, '2': 0.48, '3': 0.45, '4': 0.37, '5': 0.71, '6': 0.54, '7': 0.85, '8': 0.77, '9': 0.9}, 0.68)
Test | NLL Loss: 4.344084 | Acc: 0.2533 | MSE: 0.1028243812937706| CS: ({'0': 0.74, '1': 0.9, '2': 0.57, '3': 0.56, '4': 0.37, '5': 0.63, '6': 0.6, '7': 0.84, '8': 0.71, '9': 0.86}, 0.68)
Train Epoch: 67 | Loss: 0.969650 | Acc: 0.6341| MSE: 0.0465 || V Loss: 4.5944| V Acc: 0.2465| V MSE: 0.1039| CS: ({'0': 0.76, '1': 0.83, '2': 0.58, '3': 0.53, '4': 0.47, '5': 0.81, '6': 0.58, '7': 0.8, '8': 0.68, '9': 0.9}, 0.69)
Test | NLL Loss: 4.471615 | Acc: 0.2561 | MSE: 0.10207638212333853| CS: ({'0': 0.76, '1': 0.86, '2': 0.51, '3': 0.59, '4': 0.39, '5': 0.74, '6': 0.64, '7': 0.84, '8': 0.68, '9': 0.88}, 0.69)
Train Epoch: 68 | Loss: 0.954323 | Acc: 0.6316| MSE: 0.0459 || V Loss: 4.8573| V Acc: 0.2598| V MSE: 0.1048| CS: ({'0': 0.67, '1': 0.9, '2': 0.61, '3': 0.57, '4': 0.37, '5': 0.8, '6': 0.58, '7': 0.92, '8': 0.68, '9': 0.89}, 0.7)
Test | NLL Loss: 4.564193 | Acc: 0.2676 | MSE: 0.1025753063848986| CS: ({'0': 0.69, '1': 0.87, '2': 0.59, '3': 0.58, '4': 0.37, '5': 0.77, '6': 0.64, '7': 0.85, '8': 0.68, '9': 0.87}, 0.69)
Train Epoch: 69 | Loss: 0.901686 | Acc: 0.6480| MSE: 0.0437 || V Loss: 4.7250| V Acc: 0.2605| V MSE: 0.1058| CS: ({'0': 0.82, '1': 0.92, '2': 0.4, '3': 0.38, '4': 0.48, '5': 0.86, '6': 0.72, '7': 0.86, '8': 0.73, '9': 0.87}, 0.7)
Test | NLL Loss: 4.720026 | Acc: 0.2763 | MSE: 0.10377108253324374| CS: ({'0': 0.81, '1': 0.85, '2': 0.52, '3': 0.59, '4': 0.41, '5': 0.8, '6': 0.72, '7': 0.85, '8': 0.72, '9': 0.83}, 0.71)
Train Epoch: 70 | Loss: 0.961583 | Acc: 0.6435| MSE: 0.0456 || V Loss: 4.6597| V Acc: 0.2531| V MSE: 0.1051| CS: ({'0': 0.68, '1': 0.85, '2': 0.54, '3': 0.72, '4': 0.4, '5': 0.81, '6': 0.63, '7': 0.81, '8': 0.7, '9': 0.83}, 0.7)
Test | NLL Loss: 4.609468 | Acc: 0.2638 | MSE: 0.10369932054045101| CS: ({'0': 0.67, '1': 0.84, '2': 0.51, '3': 0.69, '4': 0.38, '5': 0.79, '6': 0.61, '7': 0.86, '8': 0.71, '9': 0.86}, 0.69)
Train Epoch: 71 | Loss: 1.020582 | Acc: 0.6293| MSE: 0.0476 || V Loss: 4.5974| V Acc: 0.2664| V MSE: 0.1016| CS: ({'0': 0.67, '1': 0.88, '2': 0.49, '3': 0.53, '4': 0.4, '5': 0.78, '6': 0.69, '7': 0.81, '8': 0.67, '9': 0.76}, 0.67)
Test | NLL Loss: 4.407047 | Acc: 0.2531 | MSE: 0.10176831855179784| CS: ({'0': 0.67, '1': 0.82, '2': 0.5, '3': 0.59, '4': 0.39, '5': 0.75, '6': 0.63, '7': 0.85, '8': 0.69, '9': 0.85}, 0.67)
Train Epoch: 72 | Loss: 0.981844 | Acc: 0.6273| MSE: 0.0471 || V Loss: 4.8027| V Acc: 0.2426| V MSE: 0.1064| CS: ({'0': 0.65, '1': 0.91, '2': 0.59, '3': 0.63, '4': 0.43, '5': 0.74, '6': 0.62, '7': 0.87, '8': 0.62, '9': 0.86}, 0.69)
Test | NLL Loss: 4.576795 | Acc: 0.2545 | MSE: 0.10336186436894602| CS: ({'0': 0.72, '1': 0.86, '2': 0.65, '3': 0.63, '4': 0.41, '5': 0.73, '6': 0.64, '7': 0.84, '8': 0.71, '9': 0.83}, 0.7)
Train Epoch: 73 | Loss: 0.933122 | Acc: 0.6467| MSE: 0.0448 || V Loss: 4.8906| V Acc: 0.2543| V MSE: 0.1054| CS: ({'0': 0.88, '1': 0.97, '2': 0.62, '3': 0.63, '4': 0.56, '5': 0.88, '6': 0.57, '7': 0.9, '8': 0.77, '9': 0.83}, 0.76)
Test | NLL Loss: 4.857020 | Acc: 0.2529 | MSE: 0.10598791354951767| CS: ({'0': 0.72, '1': 0.87, '2': 0.53, '3': 0.62, '4': 0.45, '5': 0.84, '6': 0.63, '7': 0.84, '8': 0.78, '9': 0.86}, 0.71)
Train Epoch: 74 | Loss: 0.949719 | Acc: 0.6426| MSE: 0.0451 || V Loss: 4.8877| V Acc: 0.2789| V MSE: 0.1050| CS: ({'0': 0.68, '1': 0.9, '2': 0.57, '3': 0.66, '4': 0.42, '5': 0.81, '6': 0.53, '7': 0.95, '8': 0.69, '9': 0.87}, 0.71)
Test | NLL Loss: 4.903216 | Acc: 0.2616 | MSE: 0.10488194265304662| CS: ({'0': 0.78, '1': 0.87, '2': 0.61, '3': 0.46, '4': 0.43, '5': 0.78, '6': 0.63, '7': 0.88, '8': 0.7, '9': 0.89}, 0.7)
Train Epoch: 75 | Loss: 0.951938 | Acc: 0.6396| MSE: 0.0457 || V Loss: 5.3083| V Acc: 0.2398| V MSE: 0.1104| CS: ({'0': 0.75, '1': 0.88, '2': 0.53, '3': 0.59, '4': 0.38, '5': 0.77, '6': 0.77, '7': 0.87, '8': 0.84, '9': 0.86}, 0.72)
Test | NLL Loss: 5.049966 | Acc: 0.2669 | MSE: 0.10472992657662962| CS: ({'0': 0.77, '1': 0.89, '2': 0.59, '3': 0.66, '4': 0.43, '5': 0.74, '6': 0.67, '7': 0.83, '8': 0.8, '9': 0.88}, 0.73)
Train Epoch: 76 | Loss: 0.996881 | Acc: 0.6301| MSE: 0.0471 || V Loss: 4.6683| V Acc: 0.2520| V MSE: 0.1002| CS: ({'0': 0.73, '1': 0.9, '2': 0.58, '3': 0.5, '4': 0.39, '5': 0.84, '6': 0.57, '7': 0.86, '8': 0.69, '9': 0.87}, 0.69)
Test | NLL Loss: 4.492018 | Acc: 0.2611 | MSE: 0.10144261039864903| CS: ({'0': 0.73, '1': 0.87, '2': 0.56, '3': 0.58, '4': 0.35, '5': 0.75, '6': 0.57, '7': 0.84, '8': 0.68, '9': 0.86}, 0.68)
Train Epoch: 77 | Loss: 0.954089 | Acc: 0.6410| MSE: 0.0456 || V Loss: 4.5052| V Acc: 0.2699| V MSE: 0.1016| CS: ({'0': 0.89, '1': 0.95, '2': 0.39, '3': 0.65, '4': 0.52, '5': 0.83, '6': 0.63, '7': 0.77, '8': 0.7, '9': 0.86}, 0.72)
Test | NLL Loss: 4.563997 | Acc: 0.2554 | MSE: 0.10291198721994607| CS: ({'0': 0.77, '1': 0.89, '2': 0.41, '3': 0.57, '4': 0.48, '5': 0.77, '6': 0.6, '7': 0.84, '8': 0.7, '9': 0.87}, 0.69)
Train Epoch: 78 | Loss: 0.915227 | Acc: 0.6631| MSE: 0.0434 || V Loss: 4.8809| V Acc: 0.2570| V MSE: 0.1044| CS: ({'0': 0.86, '1': 0.82, '2': 0.41, '3': 0.63, '4': 0.5, '5': 0.83, '6': 0.63, '7': 0.93, '8': 0.74, '9': 0.8}, 0.71)
Test | NLL Loss: 4.856244 | Acc: 0.2601 | MSE: 0.10383667518346074| CS: ({'0': 0.71, '1': 0.85, '2': 0.46, '3': 0.61, '4': 0.47, '5': 0.73, '6': 0.64, '7': 0.85, '8': 0.78, '9': 0.83}, 0.69)
Train Epoch: 79 | Loss: 0.951077 | Acc: 0.6385| MSE: 0.0455 || V Loss: 5.0058| V Acc: 0.2465| V MSE: 0.1071| CS: ({'0': 0.67, '1': 0.92, '2': 0.64, '3': 0.43, '4': 0.46, '5': 0.83, '6': 0.57, '7': 0.87, '8': 0.67, '9': 0.89}, 0.7)
Test | NLL Loss: 4.690601 | Acc: 0.2546 | MSE: 0.1031313832765951| CS: ({'0': 0.68, '1': 0.86, '2': 0.56, '3': 0.54, '4': 0.45, '5': 0.71, '6': 0.59, '7': 0.83, '8': 0.69, '9': 0.89}, 0.68)
Train Epoch: 80 | Loss: 0.924042 | Acc: 0.6492| MSE: 0.0446 || V Loss: 4.9631| V Acc: 0.2480| V MSE: 0.1064| CS: ({'0': 0.64, '1': 0.93, '2': 0.67, '3': 0.67, '4': 0.42, '5': 0.86, '6': 0.56, '7': 0.84, '8': 0.77, '9': 0.82}, 0.72)
Test | NLL Loss: 5.018655 | Acc: 0.2620 | MSE: 0.10458980274562257| CS: ({'0': 0.71, '1': 0.91, '2': 0.68, '3': 0.61, '4': 0.37, '5': 0.78, '6': 0.67, '7': 0.85, '8': 0.7, '9': 0.83}, 0.71)
Train Epoch: 81 | Loss: 0.955267 | Acc: 0.6398| MSE: 0.0452 || V Loss: 5.0411| V Acc: 0.2437| V MSE: 0.1068| CS: ({'0': 0.78, '1': 0.95, '2': 0.63, '3': 0.58, '4': 0.31, '5': 0.83, '6': 0.62, '7': 0.94, '8': 0.66, '9': 0.82}, 0.71)
Test | NLL Loss: 4.866227 | Acc: 0.2684 | MSE: 0.10282210429636435| CS: ({'0': 0.78, '1': 0.89, '2': 0.57, '3': 0.59, '4': 0.39, '5': 0.75, '6': 0.67, '7': 0.84, '8': 0.73, '9': 0.85}, 0.71)
Train Epoch: 82 | Loss: 0.961008 | Acc: 0.6464| MSE: 0.0451 || V Loss: 4.9525| V Acc: 0.2574| V MSE: 0.1040| CS: ({'0': 0.65, '1': 0.87, '2': 0.7, '3': 0.64, '4': 0.34, '5': 0.77, '6': 0.69, '7': 0.97, '8': 0.72, '9': 0.95}, 0.73)
Test | NLL Loss: 5.054903 | Acc: 0.2664 | MSE: 0.10409262973946123| CS: ({'0': 0.73, '1': 0.87, '2': 0.54, '3': 0.61, '4': 0.35, '5': 0.72, '6': 0.6, '7': 0.87, '8': 0.73, '9': 0.87}, 0.69)
Train Epoch: 83 | Loss: 0.964738 | Acc: 0.6307| MSE: 0.0461 || V Loss: 4.9472| V Acc: 0.2379| V MSE: 0.1056| CS: ({'0': 0.77, '1': 0.89, '2': 0.62, '3': 0.58, '4': 0.44, '5': 0.86, '6': 0.61, '7': 0.93, '8': 0.7, '9': 0.93}, 0.73)
Test | NLL Loss: 4.960777 | Acc: 0.2602 | MSE: 0.10394727355375076| CS: ({'0': 0.72, '1': 0.87, '2': 0.6, '3': 0.6, '4': 0.43, '5': 0.81, '6': 0.64, '7': 0.85, '8': 0.66, '9': 0.86}, 0.7)
Train Epoch: 84 | Loss: 0.908391 | Acc: 0.6516| MSE: 0.0437 || V Loss: 4.8042| V Acc: 0.2605| V MSE: 0.1038| CS: ({'0': 0.7, '1': 0.88, '2': 0.59, '3': 0.71, '4': 0.47, '5': 0.82, '6': 0.63, '7': 0.82, '8': 0.64, '9': 0.85}, 0.71)
Test | NLL Loss: 4.883843 | Acc: 0.2402 | MSE: 0.10561931352264965| CS: ({'0': 0.76, '1': 0.88, '2': 0.64, '3': 0.7, '4': 0.41, '5': 0.76, '6': 0.63, '7': 0.85, '8': 0.68, '9': 0.87}, 0.72)
